Location,Year,Date,Time,LoggerID,Measurement,Unit,Value,DaysAfterPlanting
"Bhopal, India",2017,2017-12-22,,Weather Station,Temperature,C,23.1,43
"Bhopal, India",2017,2017-12-23,,Weather Station,Temperature,C,24.5,44
"Bhopal, India",2017,2017-12-24,,Weather Station,Temperature,C,26.3,45
"Bhopal, India",2017,2017-12-25,,Weather Station,Temperature,C,24.5,46
"Bhopal, India",2017,2017-12-26,,Weather Station,Temperature,C,24.7,47
"Bhopal, India",2017,2017-12-27,,Weather Station,Temperature,C,26.3,48
"Bhopal, India",2017,2017-12-28,,Weather Station,Temperature,C,26.1,49
"Bhopal, India",2017,2017-12-29,,Weather Station,Temperature,C,27.6,50
"Bhopal, India",2017,2017-12-30,,Weather Station,Temperature,C,24.6,51
"Bhopal, India",2017,2017-12-31,,Weather Station,Temperature,C,24.6,52
"Bhopal, India",2017,2018-01-01,,Weather Station,Temperature,C,23.3,53
"Bhopal, India",2017,2018-01-02,,Weather Station,Temperature,C,24.3,54
"Bhopal, India",2017,2018-01-03,,Weather Station,Temperature,C,21,55
"Bhopal, India",2017,2018-01-04,,Weather Station,Temperature,C,25.1,56
"Bhopal, India",2017,2018-01-05,,Weather Station,Temperature,C,24.5,57
"Bhopal, India",2017,2018-01-06,,Weather Station,Temperature,C,23.6,58
"Bhopal, India",2017,2018-01-07,,Weather Station,Temperature,C,24.74,59
"Bhopal, India",2017,2018-01-08,,Weather Station,Temperature,C,25.75,60
"Bhopal, India",2017,2018-01-09,,Weather Station,Temperature,C,24.33,61
"Bhopal, India",2017,2018-01-10,,Weather Station,Temperature,C,23.53,62
"Bhopal, India",2017,2018-01-11,,Weather Station,Temperature,C,25.25,63
"Bhopal, India",2017,2018-01-12,,Weather Station,Temperature,C,25.5,64
"Bhopal, India",2017,2018-01-13,,Weather Station,Temperature,C,27.27,65
"Bhopal, India",2017,2018-01-14,,Weather Station,Temperature,C,31.05,66
"Bhopal, India",2017,2018-01-15,,Weather Station,Temperature,C,28.92,67
"Bhopal, India",2017,2018-01-16,,Weather Station,Temperature,C,27.64,68
"Bhopal, India",2017,2018-01-17,,Weather Station,Temperature,C,27.72,69
"Bhopal, India",2017,2018-01-18,,Weather Station,Temperature,C,29.29,70
"Bhopal, India",2017,2018-01-19,,Weather Station,Temperature,C,28.62,71
"Bhopal, India",2017,2018-01-20,,Weather Station,Temperature,C,27.83,72
"Bhopal, India",2017,2018-01-21,,Weather Station,Temperature,C,28.22,73
"Bhopal, India",2017,2018-01-22,,Weather Station,Temperature,C,29.19,74
"Bhopal, India",2017,2018-01-23,,Weather Station,Temperature,C,27.24,75
"Bhopal, India",2017,2018-01-24,,Weather Station,Temperature,C,24.11,76
"Bhopal, India",2017,2018-01-25,,Weather Station,Temperature,C,24.57,77
"Bhopal, India",2017,2018-01-26,,Weather Station,Temperature,C,26.76,78
"Bhopal, India",2017,2018-01-27,,Weather Station,Temperature,C,27.27,79
"Bhopal, India",2017,2018-01-28,,Weather Station,Temperature,C,29.08,80
"Bhopal, India",2017,2018-01-29,,Weather Station,Temperature,C,29.24,81
"Bhopal, India",2017,2018-01-30,,Weather Station,Temperature,C,29.94,82
"Bhopal, India",2017,2018-01-31,,Weather Station,Temperature,C,30.71,83
"Bhopal, India",2017,2018-02-01,,Weather Station,Temperature,C,31.61,84
"Bhopal, India",2017,2018-02-02,,Weather Station,Temperature,C,31.45,85
"Bhopal, India",2017,2018-02-03,,Weather Station,Temperature,C,30.04,86
"Bhopal, India",2017,2018-02-04,,Weather Station,Temperature,C,28.68,87
"Bhopal, India",2017,2018-02-05,,Weather Station,Temperature,C,31.93,88
"Bhopal, India",2017,2018-02-06,,Weather Station,Temperature,C,29.64,89
"Bhopal, India",2017,2018-02-07,,Weather Station,Temperature,C,22.5,90
"Bhopal, India",2017,2018-02-08,,Weather Station,Temperature,C,29.4,91
"Bhopal, India",2017,2018-02-09,,Weather Station,Temperature,C,27.34,92
"Bhopal, India",2017,2018-02-10,,Weather Station,Temperature,C,30.12,93
"Bhopal, India",2017,2018-02-11,,Weather Station,Temperature,C,29.31,94
"Bhopal, India",2017,2018-02-12,,Weather Station,Temperature,C,27.34,95
"Bhopal, India",2017,2018-02-13,,Weather Station,Temperature,C,25.04,96
"Bhopal, India",2017,2018-02-14,,Weather Station,Temperature,C,25.85,97
"Bhopal, India",2017,2018-02-15,,Weather Station,Temperature,C,28.11,98
"Bhopal, India",2017,2018-02-16,,Weather Station,Temperature,C,29.93,99
"Bhopal, India",2017,2018-02-17,,Weather Station,Temperature,C,31.46,100
"Bhopal, India",2017,2018-02-18,,Weather Station,Temperature,C,31.79,101
"Bhopal, India",2017,2018-02-19,,Weather Station,Temperature,C,23.89,102
"Bhopal, India",2017,2018-02-20,,Weather Station,Temperature,C,30.2,103
"Bhopal, India",2017,2018-02-21,,Weather Station,Temperature,C,32,104
"Bhopal, India",2017,2018-02-22,,Weather Station,Temperature,C,34.2,105
"Bhopal, India",2017,2018-02-23,,Weather Station,Temperature,C,34.6,106
"Bhopal, India",2017,2018-02-24,,Weather Station,Temperature,C,35.3,107
"Bhopal, India",2017,2018-02-25,,Weather Station,Temperature,C,34.7,108
"Bhopal, India",2017,2018-02-26,,Weather Station,Temperature,C,33.2,109
"Bhopal, India",2017,2018-02-27,,Weather Station,Temperature,C,33.9,110
"Bhopal, India",2017,2018-02-28,,Weather Station,Temperature,C,34.33,111
"Bhopal, India",2017,2018-03-01,,Weather Station,Temperature,C,35.69,112
"Bhopal, India",2017,2018-03-02,,Weather Station,Temperature,C,35.23,113
"Bhopal, India",2017,2018-03-03,,Weather Station,Temperature,C,34.96,114
"Bhopal, India",2017,2018-03-04,,Weather Station,Temperature,C,34.26,115
"Bhopal, India",2017,2018-03-05,,Weather Station,Temperature,C,34.01,116
"Bhopal, India",2017,2018-03-06,,Weather Station,Temperature,C,33.19,117
"Bhopal, India",2017,2018-03-07,,Weather Station,Temperature,C,32.66,118
"Bhopal, India",2017,2018-03-08,,Weather Station,Temperature,C,35.58,119
"Bhopal, India",2017,2018-03-09,,Weather Station,Temperature,C,35.57,120
"Bhopal, India",2017,2018-03-10,,Weather Station,Temperature,C,36.58,121
"Bhopal, India",2017,2018-03-11,,Weather Station,Temperature,C,36.72,122
"Bhopal, India",2017,2018-03-12,,Weather Station,Temperature,C,37.77,123
"Bhopal, India",2017,2018-03-13,,Weather Station,Temperature,C,36.02,124
"Bhopal, India",2017,2018-03-14,,Weather Station,Temperature,C,35.84,125
"Bhopal, India",2017,2018-03-15,,Weather Station,Temperature,C,33.05,126
"Bhopal, India",2017,2018-03-16,,Weather Station,Temperature,C,34.88,127
"Bhopal, India",2017,2018-03-17,,Weather Station,Temperature,C,35.61,128
"Bhopal, India",2017,2018-03-18,,Weather Station,Temperature,C,36.02,129
"Bhopal, India",2017,2018-03-19,,Weather Station,Temperature,C,36.11,130
"Bhopal, India",2017,2018-03-20,,Weather Station,Temperature,C,36.68,131
"Bhopal, India",2017,2018-03-21,,Weather Station,Temperature,C,35.17,132
"Bhopal, India",2017,2018-03-22,,Weather Station,Temperature,C,33.74,133
"Bhopal, India",2017,2018-03-23,,Weather Station,Temperature,C,34.47,134
"Bhopal, India",2017,2018-03-24,,Weather Station,Temperature,C,35.72,135
"Bhopal, India",2017,2018-03-25,,Weather Station,Temperature,C,35.74,136
"Bhopal, India",2017,2018-03-26,,Weather Station,Temperature,C,37.19,137
"Bhopal, India",2017,2018-03-27,,Weather Station,Temperature,C,39.06,138
"Bhopal, India",2017,2018-03-28,,Weather Station,Temperature,C,39.28,139
"Bhopal, India",2017,2018-03-29,,Weather Station,Temperature,C,39,140
"Bhopal, India",2017,2018-03-30,,Weather Station,Temperature,C,39.7,141
"Bhopal, India",2017,2018-03-31,,Weather Station,Temperature,C,40,142
"Bhopal, India",2017,2018-04-01,,Weather Station,Temperature,C,39.65,143
"Bhopal, India",2017,2017-11-09,,Weather Station,Relative Humidity,%,29,0
"Bhopal, India",2017,2017-11-10,,Weather Station,Relative Humidity,%,26,1
"Bhopal, India",2017,2017-11-11,,Weather Station,Relative Humidity,%,25,2
"Bhopal, India",2017,2017-11-12,,Weather Station,Relative Humidity,%,30,3
"Bhopal, India",2017,2017-11-13,,Weather Station,Relative Humidity,%,31,4
"Bhopal, India",2017,2017-11-14,,Weather Station,Relative Humidity,%,31,5
"Bhopal, India",2017,2017-11-15,,Weather Station,Relative Humidity,%,30,6
"Bhopal, India",2017,2017-11-16,,Weather Station,Relative Humidity,%,38,7
"Bhopal, India",2017,2017-11-17,,Weather Station,Relative Humidity,%,43,8
"Bhopal, India",2017,2017-11-18,,Weather Station,Relative Humidity,%,48,9
"Bhopal, India",2017,2017-11-19,,Weather Station,Relative Humidity,%,40,10
"Bhopal, India",2017,2017-11-20,,Weather Station,Relative Humidity,%,42,11
"Bhopal, India",2017,2017-11-21,,Weather Station,Relative Humidity,%,39,12
"Bhopal, India",2017,2017-11-22,,Weather Station,Relative Humidity,%,44,13
"Bhopal, India",2017,2017-11-23,,Weather Station,Relative Humidity,%,36,14
"Bhopal, India",2017,2017-11-24,,Weather Station,Relative Humidity,%,20,15
"Bhopal, India",2017,2017-11-25,,Weather Station,Relative Humidity,%,26,16
"Bhopal, India",2017,2017-11-26,,Weather Station,Relative Humidity,%,22,17
"Bhopal, India",2017,2017-11-27,,Weather Station,Relative Humidity,%,21,18
"Bhopal, India",2017,2017-11-28,,Weather Station,Relative Humidity,%,23,19
"Bhopal, India",2017,2017-11-29,,Weather Station,Relative Humidity,%,28,20
"Bhopal, India",2017,2017-11-30,,Weather Station,Relative Humidity,%,29,21
"Bhopal, India",2017,2017-12-01,,Weather Station,Relative Humidity,%,45,22
"Bhopal, India",2017,2017-12-02,,Weather Station,Relative Humidity,%,45,23
"Bhopal, India",2017,2017-12-03,,Weather Station,Relative Humidity,%,42,24
"Bhopal, India",2017,2017-12-04,,Weather Station,Relative Humidity,%,45,25
"Bhopal, India",2017,2017-12-05,,Weather Station,Relative Humidity,%,41,26
"Bhopal, India",2017,2017-12-06,,Weather Station,Relative Humidity,%,42,27
"Bhopal, India",2017,2017-12-07,,Weather Station,Relative Humidity,%,48,28
"Bhopal, India",2017,2017-12-08,,Weather Station,Relative Humidity,%,62,29
"Bhopal, India",2017,2017-12-09,,Weather Station,Relative Humidity,%,55,30
"Bhopal, India",2017,2017-12-10,,Weather Station,Relative Humidity,%,43,31
"Bhopal, India",2017,2017-12-11,,Weather Station,Relative Humidity,%,45,32
"Bhopal, India",2017,2017-12-12,,Weather Station,Relative Humidity,%,73,33
"Bhopal, India",2017,2017-12-13,,Weather Station,Relative Humidity,%,56,34
"Bhopal, India",2017,2017-12-14,,Weather Station,Relative Humidity,%,63,35
"Bhopal, India",2017,2017-12-15,,Weather Station,Relative Humidity,%,55,36
"Bhopal, India",2017,2017-12-16,,Weather Station,Relative Humidity,%,52,37
"Bhopal, India",2017,2017-12-17,,Weather Station,Relative Humidity,%,51,38
"Bhopal, India",2017,2017-12-18,,Weather Station,Relative Humidity,%,48,39
"Bhopal, India",2017,2017-12-19,,Weather Station,Relative Humidity,%,32,40
"Bhopal, India",2017,2017-12-20,,Weather Station,Relative Humidity,%,34,41
"Bhopal, India",2017,2017-12-21,,Weather Station,Relative Humidity,%,39,42
"Bhopal, India",2017,2017-12-22,,Weather Station,Relative Humidity,%,40,43
"Bhopal, India",2017,2017-12-23,,Weather Station,Relative Humidity,%,39,44
"Bhopal, India",2017,2017-12-24,,Weather Station,Relative Humidity,%,43,45
"Bhopal, India",2017,2017-12-25,,Weather Station,Relative Humidity,%,45,46
"Bhopal, India",2017,2017-12-26,,Weather Station,Relative Humidity,%,41,47
"Bhopal, India",2017,2017-12-27,,Weather Station,Relative Humidity,%,40,48
"Bhopal, India",2017,2017-12-28,,Weather Station,Relative Humidity,%,40,49
"Bhopal, India",2017,2017-12-29,,Weather Station,Relative Humidity,%,44,50
"Bhopal, India",2017,2017-12-30,,Weather Station,Relative Humidity,%,45,51
"Bhopal, India",2017,2017-12-31,,Weather Station,Relative Humidity,%,50,52
"Bhopal, India",2017,2018-01-01,,Weather Station,Relative Humidity,%,32.15,53
"Bhopal, India",2017,2018-01-02,,Weather Station,Relative Humidity,%,36.6,54
"Bhopal, India",2017,2018-01-03,,Weather Station,Relative Humidity,%,39.36,55
"Bhopal, India",2017,2018-01-04,,Weather Station,Relative Humidity,%,40.2,56
"Bhopal, India",2017,2018-01-05,,Weather Station,Relative Humidity,%,31,57
"Bhopal, India",2017,2018-01-06,,Weather Station,Relative Humidity,%,36.5,58
"Bhopal, India",2017,2018-01-07,,Weather Station,Relative Humidity,%,33.7,59
"Bhopal, India",2017,2018-01-08,,Weather Station,Relative Humidity,%,31.41,60
"Bhopal, India",2017,2018-01-09,,Weather Station,Relative Humidity,%,36.13,61
"Bhopal, India",2017,2018-01-10,,Weather Station,Relative Humidity,%,26.56,62
"Bhopal, India",2017,2018-01-11,,Weather Station,Relative Humidity,%,26.79,63
"Bhopal, India",2017,2018-01-12,,Weather Station,Relative Humidity,%,28.29,64
"Bhopal, India",2017,2018-01-13,,Weather Station,Relative Humidity,%,32.64,65
"Bhopal, India",2017,2018-01-14,,Weather Station,Relative Humidity,%,28.02,66
"Bhopal, India",2017,2018-01-15,,Weather Station,Relative Humidity,%,27.78,67
"Bhopal, India",2017,2018-01-16,,Weather Station,Relative Humidity,%,30.32,68
"Bhopal, India",2017,2018-01-17,,Weather Station,Relative Humidity,%,31.83,69
"Bhopal, India",2017,2018-01-18,,Weather Station,Relative Humidity,%,27.39,70
"Bhopal, India",2017,2018-01-19,,Weather Station,Relative Humidity,%,31.02,71
"Bhopal, India",2017,2018-01-20,,Weather Station,Relative Humidity,%,33.19,72
"Bhopal, India",2017,2018-01-21,,Weather Station,Relative Humidity,%,28.85,73
"Bhopal, India",2017,2018-01-22,,Weather Station,Relative Humidity,%,28.77,74
"Bhopal, India",2017,2018-01-23,,Weather Station,Relative Humidity,%,35.71,75
"Bhopal, India",2017,2018-01-24,,Weather Station,Relative Humidity,%,23.96,76
"Bhopal, India",2017,2018-01-25,,Weather Station,Relative Humidity,%,33.07,77
"Bhopal, India",2017,2018-01-26,,Weather Station,Relative Humidity,%,19.19,78
"Bhopal, India",2017,2018-01-27,,Weather Station,Relative Humidity,%,19.06,79
"Bhopal, India",2017,2018-01-28,,Weather Station,Relative Humidity,%,23.41,80
"Bhopal, India",2017,2018-01-29,,Weather Station,Relative Humidity,%,24.57,81
"Bhopal, India",2017,2018-01-30,,Weather Station,Relative Humidity,%,22.6,82
"Bhopal, India",2017,2018-01-31,,Weather Station,Relative Humidity,%,17.27,83
"Bhopal, India",2017,2018-02-01,,Weather Station,Relative Humidity,%,18.19,84
"Bhopal, India",2017,2018-02-02,,Weather Station,Relative Humidity,%,20.65,85
"Bhopal, India",2017,2018-02-03,,Weather Station,Relative Humidity,%,19.99,86
"Bhopal, India",2017,2018-02-04,,Weather Station,Relative Humidity,%,31.4,87
"Bhopal, India",2017,2018-02-05,,Weather Station,Relative Humidity,%,28.36,88
"Bhopal, India",2017,2018-02-06,,Weather Station,Relative Humidity,%,34.83,89
"Bhopal, India",2017,2018-02-07,,Weather Station,Relative Humidity,%,45.86,90
"Bhopal, India",2017,2018-02-08,,Weather Station,Relative Humidity,%,28.42,91
"Bhopal, India",2017,2018-02-09,,Weather Station,Relative Humidity,%,22.88,92
"Bhopal, India",2017,2018-02-10,,Weather Station,Relative Humidity,%,19.03,93
"Bhopal, India",2017,2018-02-11,,Weather Station,Relative Humidity,%,32.83,94
"Bhopal, India",2017,2018-02-12,,Weather Station,Relative Humidity,%,47.67,95
"Bhopal, India",2017,2018-02-13,,Weather Station,Relative Humidity,%,51.42,96
"Bhopal, India",2017,2018-02-14,,Weather Station,Relative Humidity,%,26.83,97
"Bhopal, India",2017,2018-02-15,,Weather Station,Relative Humidity,%,23.99,98
"Bhopal, India",2017,2018-02-16,,Weather Station,Relative Humidity,%,22.04,99
"Bhopal, India",2017,2018-02-17,,Weather Station,Relative Humidity,%,19.3,100
"Bhopal, India",2017,2018-02-18,,Weather Station,Relative Humidity,%,19.28,101
"Bhopal, India",2017,2018-02-19,,Weather Station,Relative Humidity,%,38.48,102
"Bhopal, India",2017,2018-02-20,,Weather Station,Relative Humidity,%,30.5,103
"Bhopal, India",2017,2018-02-21,,Weather Station,Relative Humidity,%,29.8,104
"Bhopal, India",2017,2018-02-22,,Weather Station,Relative Humidity,%,31.7,105
"Bhopal, India",2017,2018-02-23,,Weather Station,Relative Humidity,%,29.4,106
"Bhopal, India",2017,2018-02-24,,Weather Station,Relative Humidity,%,31.9,107
"Bhopal, India",2017,2018-02-25,,Weather Station,Relative Humidity,%,33.2,108
"Bhopal, India",2017,2018-02-26,,Weather Station,Relative Humidity,%,31.5,109
"Bhopal, India",2017,2018-02-27,,Weather Station,Relative Humidity,%,34.7,110
"Bhopal, India",2017,2018-02-28,,Weather Station,Relative Humidity,%,32.23,111
"Bhopal, India",2017,2018-03-01,,Weather Station,Relative Humidity,%,17.63,112
"Bhopal, India",2017,2018-03-02,,Weather Station,Relative Humidity,%,18.37,113
"Bhopal, India",2017,2018-03-03,,Weather Station,Relative Humidity,%,14.73,114
"Bhopal, India",2017,2018-03-04,,Weather Station,Relative Humidity,%,17.7,115
"Bhopal, India",2017,2018-03-05,,Weather Station,Relative Humidity,%,20.12,116
"Bhopal, India",2017,2018-03-06,,Weather Station,Relative Humidity,%,20.59,117
"Bhopal, India",2017,2018-03-07,,Weather Station,Relative Humidity,%,25.35,118
"Bhopal, India",2017,2018-03-08,,Weather Station,Relative Humidity,%,17.69,119
"Bhopal, India",2017,2018-03-09,,Weather Station,Relative Humidity,%,16.44,120
"Bhopal, India",2017,2018-03-10,,Weather Station,Relative Humidity,%,12.74,121
"Bhopal, India",2017,2018-03-11,,Weather Station,Relative Humidity,%,10.57,122
"Bhopal, India",2017,2018-03-12,,Weather Station,Relative Humidity,%,10.66,123
"Bhopal, India",2017,2018-03-13,,Weather Station,Relative Humidity,%,13.25,124
"Bhopal, India",2017,2018-03-14,,Weather Station,Relative Humidity,%,14.71,125
"Bhopal, India",2017,2018-03-15,,Weather Station,Relative Humidity,%,17.6,126
"Bhopal, India",2017,2018-03-16,,Weather Station,Relative Humidity,%,14.65,127
"Bhopal, India",2017,2018-03-17,,Weather Station,Relative Humidity,%,14.19,128
"Bhopal, India",2017,2018-03-18,,Weather Station,Relative Humidity,%,18.6,129
"Bhopal, India",2017,2018-03-19,,Weather Station,Relative Humidity,%,19.17,130
"Bhopal, India",2017,2018-03-20,,Weather Station,Relative Humidity,%,23.61,131
"Bhopal, India",2017,2018-03-21,,Weather Station,Relative Humidity,%,12.85,132
"Bhopal, India",2017,2018-03-22,,Weather Station,Relative Humidity,%,18.54,133
"Bhopal, India",2017,2018-03-23,,Weather Station,Relative Humidity,%,13.54,134
"Bhopal, India",2017,2018-03-24,,Weather Station,Relative Humidity,%,11.28,135
"Bhopal, India",2017,2018-03-25,,Weather Station,Relative Humidity,%,10.8,136
"Bhopal, India",2017,2018-03-26,,Weather Station,Relative Humidity,%,9.09,137
"Bhopal, India",2017,2018-03-27,,Weather Station,Relative Humidity,%,7.61,138
"Bhopal, India",2017,2018-03-28,,Weather Station,Relative Humidity,%,7.32,139
"Bhopal, India",2017,2018-03-29,,Weather Station,Relative Humidity,%,5.84,140
"Bhopal, India",2017,2018-03-30,,Weather Station,Relative Humidity,%,5.33,141
"Bhopal, India",2017,2018-03-31,,Weather Station,Relative Humidity,%,6.96,142
"Bhopal, India",2017,2018-04-01,,Weather Station,Relative Humidity,%,6.38,143
"Bhopal, India",2017,2017-11-09,,Weather Station,Relative Humidity,%,67,0
"Bhopal, India",2017,2017-11-10,,Weather Station,Relative Humidity,%,61,1
"Bhopal, India",2017,2017-11-11,,Weather Station,Relative Humidity,%,58,2
"Bhopal, India",2017,2017-11-12,,Weather Station,Relative Humidity,%,64,3
"Bhopal, India",2017,2017-11-13,,Weather Station,Relative Humidity,%,66,4
"Bhopal, India",2017,2017-11-14,,Weather Station,Relative Humidity,%,68,5
"Bhopal, India",2017,2017-11-15,,Weather Station,Relative Humidity,%,63,6
"Bhopal, India",2017,2017-11-16,,Weather Station,Relative Humidity,%,66,7
"Bhopal, India",2017,2017-11-17,,Weather Station,Relative Humidity,%,72,8
"Bhopal, India",2017,2017-11-18,,Weather Station,Relative Humidity,%,85,9
"Bhopal, India",2017,2017-11-19,,Weather Station,Relative Humidity,%,87,10
"Bhopal, India",2017,2017-11-20,,Weather Station,Relative Humidity,%,70,11
"Bhopal, India",2017,2017-11-21,,Weather Station,Relative Humidity,%,64,12
"Bhopal, India",2017,2017-11-22,,Weather Station,Relative Humidity,%,68,13
"Bhopal, India",2017,2017-11-23,,Weather Station,Relative Humidity,%,66,14
"Bhopal, India",2017,2017-11-24,,Weather Station,Relative Humidity,%,47,15
"Bhopal, India",2017,2017-11-25,,Weather Station,Relative Humidity,%,48,16
"Bhopal, India",2017,2017-11-26,,Weather Station,Relative Humidity,%,50,17
"Bhopal, India",2017,2017-11-27,,Weather Station,Relative Humidity,%,49,18
"Bhopal, India",2017,2017-11-28,,Weather Station,Relative Humidity,%,49,19
"Bhopal, India",2017,2017-11-29,,Weather Station,Relative Humidity,%,56,20
"Bhopal, India",2017,2017-11-30,,Weather Station,Relative Humidity,%,61,21
"Bhopal, India",2017,2017-12-01,,Weather Station,Relative Humidity,%,61,22
"Bhopal, India",2017,2017-12-02,,Weather Station,Relative Humidity,%,61,23
"Bhopal, India",2017,2017-12-03,,Weather Station,Relative Humidity,%,58,24
"Bhopal, India",2017,2017-12-04,,Weather Station,Relative Humidity,%,61,25
"Bhopal, India",2017,2017-12-05,,Weather Station,Relative Humidity,%,57,26
"Bhopal, India",2017,2017-12-06,,Weather Station,Relative Humidity,%,58,27
"Bhopal, India",2017,2017-12-07,,Weather Station,Relative Humidity,%,64,28
"Bhopal, India",2017,2017-12-08,,Weather Station,Relative Humidity,%,78,29
"Bhopal, India",2017,2017-12-09,,Weather Station,Relative Humidity,%,71,30
"Bhopal, India",2017,2017-12-10,,Weather Station,Relative Humidity,%,59,31
"Bhopal, India",2017,2017-12-11,,Weather Station,Relative Humidity,%,61,32
"Bhopal, India",2017,2017-12-12,,Weather Station,Relative Humidity,%,89,33
"Bhopal, India",2017,2017-12-13,,Weather Station,Relative Humidity,%,72,34
"Bhopal, India",2017,2017-12-14,,Weather Station,Relative Humidity,%,79,35
"Bhopal, India",2017,2017-12-15,,Weather Station,Relative Humidity,%,71,36
"Bhopal, India",2017,2017-12-16,,Weather Station,Relative Humidity,%,68,37
"Bhopal, India",2017,2017-12-17,,Weather Station,Relative Humidity,%,67,38
"Bhopal, India",2017,2017-12-18,,Weather Station,Relative Humidity,%,64,39
"Bhopal, India",2017,2017-12-19,,Weather Station,Relative Humidity,%,48,40
"Bhopal, India",2017,2017-12-20,,Weather Station,Relative Humidity,%,50,41
"Bhopal, India",2017,2017-12-21,,Weather Station,Relative Humidity,%,55,42
"Bhopal, India",2017,2017-12-22,,Weather Station,Relative Humidity,%,56,43
"Bhopal, India",2017,2017-12-23,,Weather Station,Relative Humidity,%,55,44
"Bhopal, India",2017,2017-12-24,,Weather Station,Relative Humidity,%,59,45
"Bhopal, India",2017,2017-12-25,,Weather Station,Relative Humidity,%,61,46
"Bhopal, India",2017,2017-12-26,,Weather Station,Relative Humidity,%,57,47
"Bhopal, India",2017,2017-12-27,,Weather Station,Relative Humidity,%,56,48
"Bhopal, India",2017,2017-12-28,,Weather Station,Relative Humidity,%,56,49
"Bhopal, India",2017,2017-12-29,,Weather Station,Relative Humidity,%,60,50
"Bhopal, India",2017,2017-12-30,,Weather Station,Relative Humidity,%,61,51
"Bhopal, India",2017,2017-12-31,,Weather Station,Relative Humidity,%,66,52
"Bhopal, India",2017,2018-01-01,,Weather Station,Relative Humidity,%,68.3,53
"Bhopal, India",2017,2018-01-02,,Weather Station,Relative Humidity,%,62,54
"Bhopal, India",2017,2018-01-03,,Weather Station,Relative Humidity,%,69.2,55
"Bhopal, India",2017,2018-01-04,,Weather Station,Relative Humidity,%,63.3,56
"Bhopal, India",2017,2018-01-05,,Weather Station,Relative Humidity,%,70.6,57
"Bhopal, India",2017,2018-01-06,,Weather Station,Relative Humidity,%,86.6,58
"Bhopal, India",2017,2018-01-07,,Weather Station,Relative Humidity,%,98.85,59
"Bhopal, India",2017,2018-01-08,,Weather Station,Relative Humidity,%,88.85,60
"Bhopal, India",2017,2018-01-09,,Weather Station,Relative Humidity,%,90.5,61
"Bhopal, India",2017,2018-01-10,,Weather Station,Relative Humidity,%,97.99,62
"Bhopal, India",2017,2018-01-11,,Weather Station,Relative Humidity,%,87.35,63
"Bhopal, India",2017,2018-01-12,,Weather Station,Relative Humidity,%,83.92,64
"Bhopal, India",2017,2018-01-13,,Weather Station,Relative Humidity,%,76.61,65
"Bhopal, India",2017,2018-01-14,,Weather Station,Relative Humidity,%,82.03,66
"Bhopal, India",2017,2018-01-15,,Weather Station,Relative Humidity,%,92.07,67
"Bhopal, India",2017,2018-01-16,,Weather Station,Relative Humidity,%,94.79,68
"Bhopal, India",2017,2018-01-17,,Weather Station,Relative Humidity,%,80.16,69
"Bhopal, India",2017,2018-01-18,,Weather Station,Relative Humidity,%,78.78,70
"Bhopal, India",2017,2018-01-19,,Weather Station,Relative Humidity,%,80.2,71
"Bhopal, India",2017,2018-01-20,,Weather Station,Relative Humidity,%,94.15,72
"Bhopal, India",2017,2018-01-21,,Weather Station,Relative Humidity,%,95.59,73
"Bhopal, India",2017,2018-01-22,,Weather Station,Relative Humidity,%,87.92,74
"Bhopal, India",2017,2018-01-23,,Weather Station,Relative Humidity,%,77.45,75
"Bhopal, India",2017,2018-01-24,,Weather Station,Relative Humidity,%,96.65,76
"Bhopal, India",2017,2018-01-25,,Weather Station,Relative Humidity,%,87.72,77
"Bhopal, India",2017,2018-01-26,,Weather Station,Relative Humidity,%,86.74,78
"Bhopal, India",2017,2018-01-27,,Weather Station,Relative Humidity,%,83.85,79
"Bhopal, India",2017,2018-01-28,,Weather Station,Relative Humidity,%,75.08,80
"Bhopal, India",2017,2018-01-29,,Weather Station,Relative Humidity,%,79.19,81
"Bhopal, India",2017,2018-01-30,,Weather Station,Relative Humidity,%,88.96,82
"Bhopal, India",2017,2018-01-31,,Weather Station,Relative Humidity,%,74.32,83
"Bhopal, India",2017,2018-02-01,,Weather Station,Relative Humidity,%,64.61,84
"Bhopal, India",2017,2018-02-02,,Weather Station,Relative Humidity,%,78.73,85
"Bhopal, India",2017,2018-02-03,,Weather Station,Relative Humidity,%,70.03,86
"Bhopal, India",2017,2018-02-04,,Weather Station,Relative Humidity,%,89.32,87
"Bhopal, India",2017,2018-02-05,,Weather Station,Relative Humidity,%,88.12,88
"Bhopal, India",2017,2018-02-06,,Weather Station,Relative Humidity,%,78.55,89
"Bhopal, India",2017,2018-02-07,,Weather Station,Relative Humidity,%,70.02,90
"Bhopal, India",2017,2018-02-08,,Weather Station,Relative Humidity,%,87.52,91
"Bhopal, India",2017,2018-02-09,,Weather Station,Relative Humidity,%,73.57,92
"Bhopal, India",2017,2018-02-10,,Weather Station,Relative Humidity,%,76.65,93
"Bhopal, India",2017,2018-02-11,,Weather Station,Relative Humidity,%,93.95,94
"Bhopal, India",2017,2018-02-12,,Weather Station,Relative Humidity,%,93.08,95
"Bhopal, India",2017,2018-02-13,,Weather Station,Relative Humidity,%,100,96
"Bhopal, India",2017,2018-02-14,,Weather Station,Relative Humidity,%,100,97
"Bhopal, India",2017,2018-02-15,,Weather Station,Relative Humidity,%,92.88,98
"Bhopal, India",2017,2018-02-16,,Weather Station,Relative Humidity,%,90.27,99
