Location,Year,Date,Time,LoggerID,Measurement,Unit,Value,DaysAfterPlanting
"Bardiya, Nepal",2017,2017-12-14,07:06:00,Weather Station,Day Length,Hours,10.21,41
"Bardiya, Nepal",2017,2017-12-15,07:06:36,Weather Station,Day Length,Hours,10.2,42
"Bardiya, Nepal",2017,2017-12-16,07:07:12,Weather Station,Day Length,Hours,10.2,43
"Bardiya, Nepal",2017,2017-12-17,07:07:48,Weather Station,Day Length,Hours,10.2,44
"Bardiya, Nepal",2017,2017-12-18,07:08:24,Weather Station,Day Length,Hours,10.19,45
"Bardiya, Nepal",2017,2017-12-19,07:09:00,Weather Station,Day Length,Hours,10.19,46
"Bardiya, Nepal",2017,2017-12-20,07:09:36,Weather Station,Day Length,Hours,10.19,47
"Bardiya, Nepal",2017,2017-12-21,07:10:12,Weather Station,Day Length,Hours,10.19,48
"Bardiya, Nepal",2017,2017-12-22,07:10:48,Weather Station,Day Length,Hours,10.19,49
"Bardiya, Nepal",2017,2017-12-23,07:10:48,Weather Station,Day Length,Hours,10.19,50
"Bardiya, Nepal",2017,2017-12-24,07:11:24,Weather Station,Day Length,Hours,10.19,51
"Bardiya, Nepal",2017,2017-12-25,07:12:00,Weather Station,Day Length,Hours,10.2,52
"Bardiya, Nepal",2017,2017-12-26,07:12:00,Weather Station,Day Length,Hours,10.2,53
"Bardiya, Nepal",2017,2017-12-27,07:12:36,Weather Station,Day Length,Hours,10.2,54
"Bardiya, Nepal",2017,2017-12-28,07:13:12,Weather Station,Day Length,Hours,10.21,55
"Bardiya, Nepal",2017,2017-12-29,07:13:12,Weather Station,Day Length,Hours,10.21,56
"Bardiya, Nepal",2017,2017-12-30,07:13:48,Weather Station,Day Length,Hours,10.22,57
"Bardiya, Nepal",2017,2017-12-31,07:13:48,Weather Station,Day Length,Hours,10.22,58
"Bardiya, Nepal",2017,2018-01-01,07:14:24,Weather Station,Day Length,Hours,10.23,59
"Bardiya, Nepal",2017,2018-01-02,07:14:24,Weather Station,Day Length,Hours,10.24,60
"Bardiya, Nepal",2017,2018-01-03,07:14:24,Weather Station,Day Length,Hours,10.25,61
"Bardiya, Nepal",2017,2018-01-04,07:15:00,Weather Station,Day Length,Hours,10.26,62
"Bardiya, Nepal",2017,2018-01-05,07:15:00,Weather Station,Day Length,Hours,10.27,63
"Bardiya, Nepal",2017,2018-01-06,07:15:00,Weather Station,Day Length,Hours,10.28,64
"Bardiya, Nepal",2017,2018-01-07,07:15:00,Weather Station,Day Length,Hours,10.29,65
"Bardiya, Nepal",2017,2018-01-08,07:15:00,Weather Station,Day Length,Hours,10.3,66
"Bardiya, Nepal",2017,2018-01-09,07:15:36,Weather Station,Day Length,Hours,10.31,67
"Bardiya, Nepal",2017,2018-01-10,07:15:36,Weather Station,Day Length,Hours,10.32,68
"Bardiya, Nepal",2017,2018-01-11,07:15:36,Weather Station,Day Length,Hours,10.34,69
"Bardiya, Nepal",2017,2018-01-12,07:15:36,Weather Station,Day Length,Hours,10.35,70
"Bardiya, Nepal",2017,2018-01-13,07:15:00,Weather Station,Day Length,Hours,10.36,71
"Bardiya, Nepal",2017,2018-01-14,07:15:00,Weather Station,Day Length,Hours,10.38,72
"Bardiya, Nepal",2017,2018-01-15,07:15:00,Weather Station,Day Length,Hours,10.39,73
"Bardiya, Nepal",2017,2018-01-16,07:15:00,Weather Station,Day Length,Hours,10.41,74
"Bardiya, Nepal",2017,2018-01-17,07:15:00,Weather Station,Day Length,Hours,10.43,75
"Bardiya, Nepal",2017,2018-01-18,07:14:24,Weather Station,Day Length,Hours,10.44,76
"Bardiya, Nepal",2017,2018-01-19,07:14:24,Weather Station,Day Length,Hours,10.46,77
"Bardiya, Nepal",2017,2018-01-20,07:14:24,Weather Station,Day Length,Hours,10.48,78
"Bardiya, Nepal",2017,2018-01-21,07:13:48,Weather Station,Day Length,Hours,10.5,79
"Bardiya, Nepal",2017,2018-01-22,07:13:48,Weather Station,Day Length,Hours,10.52,80
"Bardiya, Nepal",2017,2018-01-23,07:13:12,Weather Station,Day Length,Hours,10.54,81
"Bardiya, Nepal",2017,2018-01-24,07:13:12,Weather Station,Day Length,Hours,10.56,82
"Bardiya, Nepal",2017,2018-01-25,07:12:36,Weather Station,Day Length,Hours,10.58,83
"Bardiya, Nepal",2017,2018-01-26,07:12:00,Weather Station,Day Length,Hours,10.6,84
"Bardiya, Nepal",2017,2018-01-27,07:12:00,Weather Station,Day Length,Hours,10.62,85
"Bardiya, Nepal",2017,2018-01-28,07:11:24,Weather Station,Day Length,Hours,10.64,86
"Bardiya, Nepal",2017,2018-01-29,07:10:48,Weather Station,Day Length,Hours,10.66,87
"Bardiya, Nepal",2017,2018-01-30,07:10:12,Weather Station,Day Length,Hours,10.68,88
"Bardiya, Nepal",2017,2018-01-31,07:09:36,Weather Station,Day Length,Hours,10.71,89
"Bardiya, Nepal",2017,2018-02-01,07:09:36,Weather Station,Day Length,Hours,10.73,90
"Bardiya, Nepal",2017,2018-02-02,07:09:00,Weather Station,Day Length,Hours,10.75,91
"Bardiya, Nepal",2017,2018-02-03,07:08:24,Weather Station,Day Length,Hours,10.77,92
"Bardiya, Nepal",2017,2018-02-04,07:07:48,Weather Station,Day Length,Hours,10.8,93
"Bardiya, Nepal",2017,2018-02-05,07:07:12,Weather Station,Day Length,Hours,10.82,94
"Bardiya, Nepal",2017,2018-02-06,07:06:00,Weather Station,Day Length,Hours,10.85,95
"Bardiya, Nepal",2017,2018-02-07,07:05:24,Weather Station,Day Length,Hours,10.87,96
"Bardiya, Nepal",2017,2018-02-08,07:04:48,Weather Station,Day Length,Hours,10.89,97
"Bardiya, Nepal",2017,2018-02-09,07:04:12,Weather Station,Day Length,Hours,10.92,98
"Bardiya, Nepal",2017,2018-02-10,07:03:36,Weather Station,Day Length,Hours,10.95,99
"Bardiya, Nepal",2017,2018-02-11,07:02:24,Weather Station,Day Length,Hours,10.97,100
"Bardiya, Nepal",2017,2018-02-12,07:01:48,Weather Station,Day Length,Hours,11,101
"Bardiya, Nepal",2017,2018-02-13,07:01:12,Weather Station,Day Length,Hours,11.02,102
"Bardiya, Nepal",2017,2018-02-14,07:00:36,Weather Station,Day Length,Hours,11.05,103
"Bardiya, Nepal",2017,2018-02-15,06:59:24,Weather Station,Day Length,Hours,11.07,104
"Bardiya, Nepal",2017,2018-02-16,06:58:48,Weather Station,Day Length,Hours,11.1,105
"Bardiya, Nepal",2017,2018-02-17,06:57:36,Weather Station,Day Length,Hours,11.13,106
"Bardiya, Nepal",2017,2018-02-18,06:57:00,Weather Station,Day Length,Hours,11.15,107
"Bardiya, Nepal",2017,2018-02-19,06:55:48,Weather Station,Day Length,Hours,11.18,108
"Bardiya, Nepal",2017,2018-02-20,06:55:12,Weather Station,Day Length,Hours,11.21,109
"Bardiya, Nepal",2017,2018-02-21,06:54:00,Weather Station,Day Length,Hours,11.23,110
"Bardiya, Nepal",2017,2018-02-22,06:53:24,Weather Station,Day Length,Hours,11.26,111
"Bardiya, Nepal",2017,2018-02-23,06:52:12,Weather Station,Day Length,Hours,11.29,112
"Bardiya, Nepal",2017,2018-02-24,06:51:00,Weather Station,Day Length,Hours,11.32,113
"Bardiya, Nepal",2017,2018-02-25,06:50:24,Weather Station,Day Length,Hours,11.34,114
"Bardiya, Nepal",2017,2018-02-26,06:49:12,Weather Station,Day Length,Hours,11.37,115
"Bardiya, Nepal",2017,2018-02-27,06:48:00,Weather Station,Day Length,Hours,11.4,116
"Bardiya, Nepal",2017,2018-02-28,06:47:24,Weather Station,Day Length,Hours,11.43,117
"Bardiya, Nepal",2017,2018-03-01,06:46:12,Weather Station,Day Length,Hours,11.46,118
"Bardiya, Nepal",2017,2018-03-02,06:45:00,Weather Station,Day Length,Hours,11.48,119
"Bardiya, Nepal",2017,2018-03-03,06:44:24,Weather Station,Day Length,Hours,11.51,120
"Bardiya, Nepal",2017,2018-03-04,06:43:12,Weather Station,Day Length,Hours,11.54,121
"Bardiya, Nepal",2017,2018-03-05,06:42:00,Weather Station,Day Length,Hours,11.57,122
"Bardiya, Nepal",2017,2018-03-06,06:40:48,Weather Station,Day Length,Hours,11.6,123
"Bardiya, Nepal",2017,2018-03-07,06:39:36,Weather Station,Day Length,Hours,11.62,124
"Bardiya, Nepal",2017,2018-03-08,06:39:00,Weather Station,Day Length,Hours,11.65,125
"Bardiya, Nepal",2017,2018-03-09,06:37:48,Weather Station,Day Length,Hours,11.68,126
"Bardiya, Nepal",2017,2018-03-10,06:36:36,Weather Station,Day Length,Hours,11.71,127
"Bardiya, Nepal",2017,2018-03-11,06:35:24,Weather Station,Day Length,Hours,11.74,128
"Bardiya, Nepal",2017,2018-03-12,06:34:12,Weather Station,Day Length,Hours,11.77,129
"Bardiya, Nepal",2017,2018-03-13,06:33:00,Weather Station,Day Length,Hours,11.8,130
"Bardiya, Nepal",2017,2018-03-14,06:31:48,Weather Station,Day Length,Hours,11.82,131
"Bardiya, Nepal",2017,2018-03-15,06:30:36,Weather Station,Day Length,Hours,11.85,132
"Bardiya, Nepal",2017,2018-03-16,06:30:00,Weather Station,Day Length,Hours,11.88,133
"Bardiya, Nepal",2017,2018-03-17,06:28:48,Weather Station,Day Length,Hours,11.91,134
"Bardiya, Nepal",2017,2018-03-18,06:27:36,Weather Station,Day Length,Hours,11.94,135
"Bardiya, Nepal",2017,2018-03-19,06:26:24,Weather Station,Day Length,Hours,11.97,136
"Bardiya, Nepal",2017,2018-03-20,06:25:12,Weather Station,Day Length,Hours,11.99,137
"Bardiya, Nepal",2017,2018-03-21,06:24:00,Weather Station,Day Length,Hours,12.02,138
"Bardiya, Nepal",2017,2018-03-22,06:22:48,Weather Station,Day Length,Hours,12.05,139
"Bardiya, Nepal",2017,2018-03-23,06:21:36,Weather Station,Day Length,Hours,12.08,140
"Bardiya, Nepal",2017,2018-03-24,06:20:24,Weather Station,Day Length,Hours,12.11,141
"Bardiya, Nepal",2017,2018-03-25,06:19:12,Weather Station,Day Length,Hours,12.14,142
"Bardiya, Nepal",2017,2018-03-26,06:18:00,Weather Station,Day Length,Hours,12.17,143
"Bardiya, Nepal",2017,2018-03-27,06:16:48,Weather Station,Day Length,Hours,12.19,144
"Bardiya, Nepal",2017,2018-03-28,06:16:12,Weather Station,Day Length,Hours,12.22,145
"Bardiya, Nepal",2017,2018-03-29,06:15:00,Weather Station,Day Length,Hours,12.25,146
"Bardiya, Nepal",2017,2018-03-30,06:13:48,Weather Station,Day Length,Hours,12.28,147
"Bardiya, Nepal",2017,2018-03-31,06:12:36,Weather Station,Day Length,Hours,12.31,148
"Bardiya, Nepal",2017,2018-04-01,06:11:24,Weather Station,Day Length,Hours,12.33,149
"Bardiya, Nepal",2017,2018-04-02,06:10:12,Weather Station,Day Length,Hours,12.36,150
"Bardiya, Nepal",2017,2018-04-03,06:09:00,Weather Station,Day Length,Hours,12.39,151
"Bardiya, Nepal",2017,2018-04-04,06:07:48,Weather Station,Day Length,Hours,12.42,152
"Bardiya, Nepal",2017,2018-04-05,06:06:36,Weather Station,Day Length,Hours,12.45,153
"Bardiya, Nepal",2017,2018-04-06,06:06:00,Weather Station,Day Length,Hours,12.47,154
"Bardiya, Nepal",2017,2018-04-07,06:04:48,Weather Station,Day Length,Hours,12.5,155
"Bardiya, Nepal",2017,2018-04-08,06:03:36,Weather Station,Day Length,Hours,12.53,156
"Bardiya, Nepal",2017,2018-04-09,06:02:24,Weather Station,Day Length,Hours,12.56,157
"Bardiya, Nepal",2017,2018-04-10,06:01:12,Weather Station,Day Length,Hours,12.58,158
"Bardiya, Nepal",2017,2018-04-11,06:00:00,Weather Station,Day Length,Hours,12.61,159
"Bardiya, Nepal",2017,2018-04-12,05:59:24,Weather Station,Day Length,Hours,12.64,160
"Bardiya, Nepal",2017,2018-04-13,05:58:12,Weather Station,Day Length,Hours,12.67,161
"Bardiya, Nepal",2017,2018-04-14,05:57:00,Weather Station,Day Length,Hours,12.69,162
"Bardiya, Nepal",2017,2018-04-15,05:55:48,Weather Station,Day Length,Hours,12.72,163
"Bardiya, Nepal",2017,2018-04-16,05:55:12,Weather Station,Day Length,Hours,12.75,164
"Bardiya, Nepal",2017,2018-04-17,05:54:00,Weather Station,Day Length,Hours,12.77,165
"Bardiya, Nepal",2017,2018-04-18,05:52:48,Weather Station,Day Length,Hours,12.8,166
"Bardiya, Nepal",2017,2018-04-19,05:52:12,Weather Station,Day Length,Hours,12.82,167
"Bardiya, Nepal",2017,2017-11-05,,Weather Station,Temperature,C,18,2
"Bardiya, Nepal",2017,2017-11-06,,Weather Station,Temperature,C,16,3
"Bardiya, Nepal",2017,2017-11-07,,Weather Station,Temperature,C,16,4
"Bardiya, Nepal",2017,2017-11-08,,Weather Station,Temperature,C,18,5
"Bardiya, Nepal",2017,2017-11-09,,Weather Station,Temperature,C,16,6
"Bardiya, Nepal",2017,2017-11-10,,Weather Station,Temperature,C,17,7
"Bardiya, Nepal",2017,2017-11-11,,Weather Station,Temperature,C,15.5,8
"Bardiya, Nepal",2017,2017-11-12,,Weather Station,Temperature,C,16,9
"Bardiya, Nepal",2017,2017-11-13,,Weather Station,Temperature,C,15,10
"Bardiya, Nepal",2017,2017-11-14,,Weather Station,Temperature,C,17,11
"Bardiya, Nepal",2017,2017-11-15,,Weather Station,Temperature,C,16,12
"Bardiya, Nepal",2017,2017-11-16,,Weather Station,Temperature,C,17,13
"Bardiya, Nepal",2017,2017-11-17,,Weather Station,Temperature,C,16.5,14
"Bardiya, Nepal",2017,2017-11-18,,Weather Station,Temperature,C,17,15
"Bardiya, Nepal",2017,2017-11-19,,Weather Station,Temperature,C,16,16
"Bardiya, Nepal",2017,2017-11-20,,Weather Station,Temperature,C,16,17
"Bardiya, Nepal",2017,2017-11-21,,Weather Station,Temperature,C,13,18
"Bardiya, Nepal",2017,2017-11-22,,Weather Station,Temperature,C,12,19
"Bardiya, Nepal",2017,2017-11-23,,Weather Station,Temperature,C,11,20
"Bardiya, Nepal",2017,2017-11-24,,Weather Station,Temperature,C,11,21
"Bardiya, Nepal",2017,2017-11-25,,Weather Station,Temperature,C,11,22
"Bardiya, Nepal",2017,2017-11-26,,Weather Station,Temperature,C,12,23
"Bardiya, Nepal",2017,2017-11-27,,Weather Station,Temperature,C,12,24
"Bardiya, Nepal",2017,2017-11-28,,Weather Station,Temperature,C,12,25
"Bardiya, Nepal",2017,2017-11-29,,Weather Station,Temperature,C,11,26
"Bardiya, Nepal",2017,2017-11-30,,Weather Station,Temperature,C,11,27
"Bardiya, Nepal",2017,2017-12-01,,Weather Station,Temperature,C,11,28
"Bardiya, Nepal",2017,2017-12-02,,Weather Station,Temperature,C,11,29
"Bardiya, Nepal",2017,2017-12-03,,Weather Station,Temperature,C,12,30
"Bardiya, Nepal",2017,2017-12-04,,Weather Station,Temperature,C,13,31
"Bardiya, Nepal",2017,2017-12-05,,Weather Station,Temperature,C,13,32
"Bardiya, Nepal",2017,2017-12-06,,Weather Station,Temperature,C,14,33
"Bardiya, Nepal",2017,2017-12-07,,Weather Station,Temperature,C,13,34
"Bardiya, Nepal",2017,2017-12-08,,Weather Station,Temperature,C,13,35
"Bardiya, Nepal",2017,2017-12-09,,Weather Station,Temperature,C,14,36
"Bardiya, Nepal",2017,2017-12-10,,Weather Station,Temperature,C,14,37
"Bardiya, Nepal",2017,2017-12-11,,Weather Station,Temperature,C,15,38
"Bardiya, Nepal",2017,2017-12-12,,Weather Station,Temperature,C,14,39
"Bardiya, Nepal",2017,2017-12-13,,Weather Station,Temperature,C,12,40
"Bardiya, Nepal",2017,2017-12-14,,Weather Station,Temperature,C,15,41
"Bardiya, Nepal",2017,2017-12-15,,Weather Station,Temperature,C,15,42
"Bardiya, Nepal",2017,2017-12-16,,Weather Station,Temperature,C,12,43
"Bardiya, Nepal",2017,2017-12-17,,Weather Station,Temperature,C,11,44
"Bardiya, Nepal",2017,2017-12-18,,Weather Station,Temperature,C,10,45
"Bardiya, Nepal",2017,2017-12-19,,Weather Station,Temperature,C,11,46
"Bardiya, Nepal",2017,2017-12-20,,Weather Station,Temperature,C,12,47
"Bardiya, Nepal",2017,2017-12-21,,Weather Station,Temperature,C,12,48
"Bardiya, Nepal",2017,2017-12-22,,Weather Station,Temperature,C,12,49
"Bardiya, Nepal",2017,2017-12-23,,Weather Station,Temperature,C,12,50
"Bardiya, Nepal",2017,2017-12-24,,Weather Station,Temperature,C,13,51
"Bardiya, Nepal",2017,2017-12-25,,Weather Station,Temperature,C,13,52
"Bardiya, Nepal",2017,2017-12-26,,Weather Station,Temperature,C,12,53
"Bardiya, Nepal",2017,2017-12-27,,Weather Station,Temperature,C,12,54
"Bardiya, Nepal",2017,2017-12-28,,Weather Station,Temperature,C,12,55
"Bardiya, Nepal",2017,2017-12-29,,Weather Station,Temperature,C,14,56
"Bardiya, Nepal",2017,2017-12-30,,Weather Station,Temperature,C,13,57
"Bardiya, Nepal",2017,2017-12-31,,Weather Station,Temperature,C,13,58
"Bardiya, Nepal",2017,2018-01-01,,Weather Station,Temperature,C,13,59
"Bardiya, Nepal",2017,2018-01-02,,Weather Station,Temperature,C,12,60
"Bardiya, Nepal",2017,2018-01-03,,Weather Station,Temperature,C,13,61
"Bardiya, Nepal",2017,2018-01-04,,Weather Station,Temperature,C,13,62
"Bardiya, Nepal",2017,2018-01-05,,Weather Station,Temperature,C,12,63
"Bardiya, Nepal",2017,2018-01-06,,Weather Station,Temperature,C,12,64
"Bardiya, Nepal",2017,2018-01-07,,Weather Station,Temperature,C,12,65
"Bardiya, Nepal",2017,2018-01-08,,Weather Station,Temperature,C,10,66
"Bardiya, Nepal",2017,2018-01-09,,Weather Station,Temperature,C,11,67
"Bardiya, Nepal",2017,2018-01-10,,Weather Station,Temperature,C,11,68
"Bardiya, Nepal",2017,2018-01-11,,Weather Station,Temperature,C,10,69
"Bardiya, Nepal",2017,2018-01-12,,Weather Station,Temperature,C,10,70
"Bardiya, Nepal",2017,2018-01-13,,Weather Station,Temperature,C,11,71
"Bardiya, Nepal",2017,2018-01-14,,Weather Station,Temperature,C,10,72
"Bardiya, Nepal",2017,2018-01-15,,Weather Station,Temperature,C,10,73
"Bardiya, Nepal",2017,2018-01-16,,Weather Station,Temperature,C,11,74
"Bardiya, Nepal",2017,2018-01-17,,Weather Station,Temperature,C,12,75
"Bardiya, Nepal",2017,2018-01-18,,Weather Station,Temperature,C,13,76
"Bardiya, Nepal",2017,2018-01-19,,Weather Station,Temperature,C,11,77
"Bardiya, Nepal",2017,2018-01-20,,Weather Station,Temperature,C,12,78
"Bardiya, Nepal",2017,2018-01-21,,Weather Station,Temperature,C,11,79
"Bardiya, Nepal",2017,2018-01-22,,Weather Station,Temperature,C,12,80
"Bardiya, Nepal",2017,2018-01-23,,Weather Station,Temperature,C,11,81
"Bardiya, Nepal",2017,2018-01-24,,Weather Station,Temperature,C,12,82
"Bardiya, Nepal",2017,2018-01-25,,Weather Station,Temperature,C,12,83
"Bardiya, Nepal",2017,2018-01-26,,Weather Station,Temperature,C,13,84
"Bardiya, Nepal",2017,2018-01-27,,Weather Station,Temperature,C,11,85
"Bardiya, Nepal",2017,2018-01-28,,Weather Station,Temperature,C,11,86
"Bardiya, Nepal",2017,2018-01-29,,Weather Station,Temperature,C,11,87
"Bardiya, Nepal",2017,2018-01-30,,Weather Station,Temperature,C,10,88
"Bardiya, Nepal",2017,2018-01-31,,Weather Station,Temperature,C,12,89
"Bardiya, Nepal",2017,2018-02-01,,Weather Station,Temperature,C,12,90
"Bardiya, Nepal",2017,2018-02-02,,Weather Station,Temperature,C,13,91
"Bardiya, Nepal",2017,2018-02-03,,Weather Station,Temperature,C,13,92
"Bardiya, Nepal",2017,2018-02-04,,Weather Station,Temperature,C,12,93
"Bardiya, Nepal",2017,2018-02-05,,Weather Station,Temperature,C,13,94
"Bardiya, Nepal",2017,2018-02-06,,Weather Station,Temperature,C,12,95
"Bardiya, Nepal",2017,2018-02-07,,Weather Station,Temperature,C,14,96
"Bardiya, Nepal",2017,2018-02-08,,Weather Station,Temperature,C,11,97
"Bardiya, Nepal",2017,2018-02-09,,Weather Station,Temperature,C,11,98
"Bardiya, Nepal",2017,2018-02-10,,Weather Station,Temperature,C,11,99
"Bardiya, Nepal",2017,2018-02-11,,Weather Station,Temperature,C,11,100
"Bardiya, Nepal",2017,2018-02-12,,Weather Station,Temperature,C,13,101
"Bardiya, Nepal",2017,2018-02-13,,Weather Station,Temperature,C,13,102
"Bardiya, Nepal",2017,2018-02-14,,Weather Station,Temperature,C,13,103
"Bardiya, Nepal",2017,2018-02-15,,Weather Station,Temperature,C,15,104
"Bardiya, Nepal",2017,2018-02-16,,Weather Station,Temperature,C,14,105
"Bardiya, Nepal",2017,2018-02-17,,Weather Station,Temperature,C,14,106
"Bardiya, Nepal",2017,2018-02-18,,Weather Station,Temperature,C,14,107
"Bardiya, Nepal",2017,2018-02-19,,Weather Station,Temperature,C,15,108
"Bardiya, Nepal",2017,2018-02-20,,Weather Station,Temperature,C,14,109
"Bardiya, Nepal",2017,2018-02-21,,Weather Station,Temperature,C,14,110
"Bardiya, Nepal",2017,2018-02-22,,Weather Station,Temperature,C,14,111
"Bardiya, Nepal",2017,2018-02-23,,Weather Station,Temperature,C,15,112
"Bardiya, Nepal",2017,2018-02-24,,Weather Station,Temperature,C,14,113
"Bardiya, Nepal",2017,2018-02-25,,Weather Station,Temperature,C,15,114
"Bardiya, Nepal",2017,2018-02-26,,Weather Station,Temperature,C,15,115
"Bardiya, Nepal",2017,2018-02-27,,Weather Station,Temperature,C,16,116
"Bardiya, Nepal",2017,2018-02-28,,Weather Station,Temperature,C,17,117
"Bardiya, Nepal",2017,2018-03-01,,Weather Station,Temperature,C,15,118
"Bardiya, Nepal",2017,2018-03-02,,Weather Station,Temperature,C,16,119
"Bardiya, Nepal",2017,2018-03-03,,Weather Station,Temperature,C,17,120
"Bardiya, Nepal",2017,2018-03-04,,Weather Station,Temperature,C,17,121
"Bardiya, Nepal",2017,2018-03-05,,Weather Station,Temperature,C,17,122
"Bardiya, Nepal",2017,2018-03-06,,Weather Station,Temperature,C,17,123
"Bardiya, Nepal",2017,2018-03-07,,Weather Station,Temperature,C,16,124
"Bardiya, Nepal",2017,2018-03-08,,Weather Station,Temperature,C,15,125
"Bardiya, Nepal",2017,2018-03-09,,Weather Station,Temperature,C,16,126
"Bardiya, Nepal",2017,2018-03-10,,Weather Station,Temperature,C,16,127
"Bardiya, Nepal",2017,2018-03-11,,Weather Station,Temperature,C,17,128
"Bardiya, Nepal",2017,2018-03-12,,Weather Station,Temperature,C,17,129
"Bardiya, Nepal",2017,2018-03-13,,Weather Station,Temperature,C,16,130
"Bardiya, Nepal",2017,2018-03-14,,Weather Station,Temperature,C,16,131
"Bardiya, Nepal",2017,2018-03-15,,Weather Station,Temperature,C,19,132
"Bardiya, Nepal",2017,2018-03-16,,Weather Station,Temperature,C,18,133
"Bardiya, Nepal",2017,2018-03-17,,Weather Station,Temperature,C,17,134
"Bardiya, Nepal",2017,2018-03-18,,Weather Station,Temperature,C,16,135
"Bardiya, Nepal",2017,2018-03-19,,Weather Station,Temperature,C,16,136
"Bardiya, Nepal",2017,2018-03-20,,Weather Station,Temperature,C,16,137
"Bardiya, Nepal",2017,2018-03-21,,Weather Station,Temperature,C,17,138
"Bardiya, Nepal",2017,2018-03-22,,Weather Station,Temperature,C,17,139
"Bardiya, Nepal",2017,2018-03-23,,Weather Station,Temperature,C,18,140
"Bardiya, Nepal",2017,2018-03-24,,Weather Station,Temperature,C,17,141
"Bardiya, Nepal",2017,2018-03-25,,Weather Station,Temperature,C,18,142
"Bardiya, Nepal",2017,2018-03-26,,Weather Station,Temperature,C,18,143
