"SubRegion","Area","Area_Short","Locality","District Number","District","Surname","Given Name","Party","Party_Short","Votes","Percent of Votes","Total Votes"
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Garvie","Drew","Communist","Comm",143,0,57672
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Grant","Tim","Green Party","Green",4861,8,57672
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Jean-Baptiste Vajda","Melissa","New Democratic Party","NDP",12573,22,57672
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Lockwood","Aran","People's Party","PPC",510,1,57672
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Rutchinski","Steve","ML","ML",27,0,57672
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","Tingling","Helen-Claire","Conservative","Cons",9342,16,57672
"Eastern Canada","Ontario","ON","Ontario",35110,"University--Rosedale","White","Liz","Animal Protection Party","APP",159,0,57672
"Eastern Canada","Ontario","ON","Ontario",35111,"Vaughan--Woodbridge","DeVita","Peter","New Democratic Party","NDP",3910,8,50808
"Eastern Canada","Ontario","ON","Ontario",35111,"Vaughan--Woodbridge","Fronte","Raquel","Green Party","Green",1302,3,50808
"Eastern Canada","Ontario","ON","Ontario",35111,"Vaughan--Woodbridge","Khan","Muhammad Hassan","Independent","Ind",165,0,50808
"Eastern Canada","Ontario","ON","Ontario",35111,"Vaughan--Woodbridge","Kruze","Teresa","Conservative","Cons",18289,36,50808
"Eastern Canada","Ontario","ON","Ontario",35111,"Vaughan--Woodbridge","Montesano","Domenic","People's Party","PPC",852,2,50808
"Eastern Canada","Ontario","ON","Ontario",35111,"Vaughan--Woodbridge","Sorbara","Francesco","Liberal","Libs",25810,51,50808
"Eastern Canada","Ontario","ON","Ontario",35112,"Waterloo","Campbell","Lori","New Democratic Party","NDP",9710,15,64123
"Eastern Canada","Ontario","ON","Ontario",35112,"Waterloo","Chagger","Bardish","Liberal","Libs",31085,49,64123
"Eastern Canada","Ontario","ON","Ontario",35112,"Waterloo","Traub","Erika","People's Party","PPC",1112,2,64123
"Eastern Canada","Ontario","ON","Ontario",35112,"Waterloo","Wright","Kirsten","Green Party","Green",6184,10,64123
"Eastern Canada","Ontario","ON","Ontario",35112,"Waterloo","Zhang","Jerry","Conservative","Cons",15615,24,64123
"Eastern Canada","Ontario","ON","Ontario",35113,"Wellington--Halton Hills","Barron","Lesley","Liberal","Libs",19777,28,70039
"Eastern Canada","Ontario","ON","Ontario",35113,"Wellington--Halton Hills","Bascombe","Andrew","New Democratic Party","NDP",6499,9,70039
"Eastern Canada","Ontario","ON","Ontario",35113,"Wellington--Halton Hills","Carle","Syl","People's Party","PPC",1509,2,70039
"Eastern Canada","Ontario","ON","Ontario",35113,"Wellington--Halton Hills","Chong","Michael","Conservative","Cons",33044,47,70039
"Eastern Canada","Ontario","ON","Ontario",35113,"Wellington--Halton Hills","Martin","Ralph","Green Party","Green",8851,13,70039
"Eastern Canada","Ontario","ON","Ontario",35114,"Whitby","Dias","Brian","New Democratic Party","NDP",9760,14,69516
"Eastern Canada","Ontario","ON","Ontario",35114,"Whitby","McCarthy","Todd","Conservative","Cons",24564,36,69516
"Eastern Canada","Ontario","ON","Ontario",35114,"Whitby","Pejic","Mirko","People's Party","PPC",860,1,69516
"Eastern Canada","Ontario","ON","Ontario",35114,"Whitby","Slavchenko","Paul","Green Party","Green",3735,5,69516
"Eastern Canada","Ontario","ON","Ontario",35114,"Whitby","Turnbull","Ryan","Liberal","Libs",30182,44,69516
"Eastern Canada","Ontario","ON","Ontario",35115,"Willowdale","Ahluwalia","Birinder Singh","Independent","Ind",200,0,45880
"Eastern Canada","Ontario","ON","Ontario",35115,"Willowdale","Ehsassi","Ali","Liberal","Libs",22282,49,45880
"Eastern Canada","Ontario","ON","Ontario",35115,"Willowdale","Hillier","Richard","People's Party","PPC",563,1,45880
"Eastern Canada","Ontario","ON","Ontario",35115,"Willowdale","Kalsi","Leah","New Democratic Party","NDP",4231,9,45880
"Eastern Canada","Ontario","ON","Ontario",35115,"Willowdale","Lee","Daniel","Conservative","Cons",16452,36,45880
"Eastern Canada","Ontario","ON","Ontario",35115,"Willowdale","Vettese","Sharolyn","Green Party","Green",1671,4,45880
"Eastern Canada","Ontario","ON","Ontario",35115,"Willowdale","Ziaian","Shodja","Independent","Ind",71,0,45880
"Eastern Canada","Ontario","ON","Ontario",35116,"Windsor--Tecumseh","Abati","Giovanni","Green Party","Green",2177,4,57496
"Eastern Canada","Ontario","ON","Ontario",35116,"Windsor--Tecumseh","Burr","Dan","People's Party","PPC",1279,2,57496
"Eastern Canada","Ontario","ON","Ontario",35116,"Windsor--Tecumseh","Chesnik","Laura","ML","ML",187,0,57496
"Eastern Canada","Ontario","ON","Ontario",35116,"Windsor--Tecumseh","Demarce","Leo","Conservative","Cons",15851,28,57496
"Eastern Canada","Ontario","ON","Ontario",35116,"Windsor--Tecumseh","Hardcastle","Cheryl","New Democratic Party","NDP",18417,32,57496
"Eastern Canada","Ontario","ON","Ontario",35116,"Windsor--Tecumseh","Kusmierczyk","Irek","Liberal","Libs",19046,33,57496
"Eastern Canada","Ontario","ON","Ontario",35117,"Windsor West","Burrell","Darryl","People's Party","PPC",958,2,52522
"Eastern Canada","Ontario","ON","Ontario",35117,"Windsor West","Hunt","Quinn","Green Party","Green",1325,2,52522
"Eastern Canada","Ontario","ON","Ontario",35117,"Windsor West","Lau","Henry","Conservative","Cons",9925,19,52522
"Eastern Canada","Ontario","ON","Ontario",35117,"Windsor West","Masse","Brian","New Democratic Party","NDP",20800,40,52522
"Eastern Canada","Ontario","ON","Ontario",35117,"Windsor West","Pupatello","Sandra","Liberal","Libs",18878,36,52522
"Eastern Canada","Ontario","ON","Ontario",35117,"Windsor West","Villamizar","Margaret","ML","ML",76,0,52522
"Eastern Canada","Ontario","ON","Ontario",35118,"York Centre","Levitt","Michael","Liberal","Libs",21680,50,43851
"Eastern Canada","Ontario","ON","Ontario",35118,"York Centre","Vásquez Jiménez","Andrea","New Democratic Party","NDP",4251,10,43851
"Eastern Canada","Ontario","ON","Ontario",35118,"York Centre","Willson","Rachel","Conservative","Cons",15852,37,43851
"Eastern Canada","Ontario","ON","Ontario",35118,"York Centre","Wood","Rebecca","Green Party","Green",1403,3,43851
"Eastern Canada","Ontario","ON","Ontario",35119,"York--Simcoe","Arnold","Jonathan","Green Party","Green",4650,9,54278
"Eastern Canada","Ontario","ON","Ontario",35119,"York--Simcoe","Davidson","Scot","Conservative","Cons",24918,46,54278
"Eastern Canada","Ontario","ON","Ontario",35119,"York--Simcoe","Komar","Keith","Libertarian","Libert",1311,2,54278
"Eastern Canada","Ontario","ON","Ontario",35119,"York--Simcoe","Lotter","Michael","People's Party","PPC",875,2,54278
"Eastern Canada","Ontario","ON","Ontario",35119,"York--Simcoe","McLean","Jessa","New Democratic Party","NDP",7620,14,54278
"Eastern Canada","Ontario","ON","Ontario",35119,"York--Simcoe","Wesley-Esquimaux","Cynthia","Liberal","Libs",14407,27,54278
"Eastern Canada","Ontario","ON","Ontario",35120,"York South--Weston","Hussen","Ahmed","Liberal","Libs",25976,58,45038
"Eastern Canada","Ontario","ON","Ontario",35120,"York South--Weston","Racine","Gerard","People's Party","PPC",685,2,45038
"Eastern Canada","Ontario","ON","Ontario",35120,"York South--Weston","Rattan","Jasveen","Conservative","Cons",8415,19,45038
"Eastern Canada","Ontario","ON","Ontario",35120,"York South--Weston","Tewelde","Yafet","New Democratic Party","NDP",7754,17,45038
"Eastern Canada","Ontario","ON","Ontario",35120,"York South--Weston","Ward","Nicki","Green Party","Green",1633,4,45038
"Eastern Canada","Ontario","ON","Ontario",35121,"Humber River--Black Creek","Augimeri","Maria","New Democratic Party","NDP",7198,19,38461
"Eastern Canada","Ontario","ON","Ontario",35121,"Humber River--Black Creek","Choudry","Iftikhar","Conservative","Cons",6164,16,38461
"Eastern Canada","Ontario","ON","Ontario",35121,"Humber River--Black Creek","Krosinska","Ania","People's Party","PPC",402,1,38461
"Eastern Canada","Ontario","ON","Ontario",35121,"Humber River--Black Creek","Nugent","Christine","ML","ML",89,0,38461
"Eastern Canada","Ontario","ON","Ontario",35121,"Humber River--Black Creek","Schmitz","Mike","Green Party","Green",804,2,38461
"Eastern Canada","Ontario","ON","Ontario",35121,"Humber River--Black Creek","Sgro","Judy","Liberal","Libs",23187,61,38461
"Eastern Canada","Ontario","ON","Ontario",35121,"Humber River--Black Creek","Smith","Stenneth","UPC","UPC",114,0,38461
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Duguay","Ashley","New Democratic Party","NDP",5805,14,41430
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Eastcott","Robert","Independent","Ind",107,0,41430
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Hamilton","Vanessa","Independent","Ind",219,0,41430
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Hayward","Terry","Liberal","Libs",4972,12,41430
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Hein","Rebecca","Christian Heritage Party","CHP",280,1,41430
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Lussier","Robin","People's Party","PPC",691,2,41430
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Maguire","Larry","Conservative","Cons",26148,64,41430
"Western Canada","Manitoba","MB","Rural Manitoba",46001,"Brandon--Souris","Tiessen","Bill","Green Party","Green",2984,7,41430
"Western Canada","Manitoba","MB","Winnipeg",46002,"Charleswood--St. James--Assiniboia--Headingley","Eyolfson","Doug","Liberal","Libs",16398,36,46484
"Western Canada","Manitoba","MB","Winnipeg",46002,"Charleswood--St. James--Assiniboia--Headingley","Fletcher","Steven","People's Party","PPC",1975,4,46484
"Western Canada","Manitoba","MB","Winnipeg",46002,"Charleswood--St. James--Assiniboia--Headingley","Ho","Brian","Independent","Ind",140,0,46484
"Western Canada","Manitoba","MB","Winnipeg",46002,"Charleswood--St. James--Assiniboia--Headingley","Lauhn-Jensen","Kristin","Green Party","Green",2178,5,46484
"Western Canada","Manitoba","MB","Winnipeg",46002,"Charleswood--St. James--Assiniboia--Headingley","Morantz","Marty","Conservative","Cons",18815,41,46484
"Western Canada","Manitoba","MB","Winnipeg",46002,"Charleswood--St. James--Assiniboia--Headingley","Penner","Melissa","Christian Heritage Party","CHP",166,0,46484
"Western Canada","Manitoba","MB","Winnipeg",46002,"Charleswood--St. James--Assiniboia--Headingley","St. George","Ken","New Democratic Party","NDP",6556,14,46484
"Western Canada","Manitoba","MB","Rural Manitoba",46003,"Churchill--Keewatinook Aski","Ashton","Niki","New Democratic Party","NDP",11919,50,23877
"Western Canada","Manitoba","MB","Rural Manitoba",46003,"Churchill--Keewatinook Aski","Bird","Cyara","Conservative","Cons",4714,20,23877
"Western Canada","Manitoba","MB","Rural Manitoba",46003,"Churchill--Keewatinook Aski","Klassen","Judy","Liberal","Libs",5616,24,23877
"Western Canada","Manitoba","MB","Rural Manitoba",46003,"Churchill--Keewatinook Aski","Klyne","Ken","People's Party","PPC",294,1,23877
"Western Canada","Manitoba","MB","Rural Manitoba",46003,"Churchill--Keewatinook Aski","McLean","Ralph","Green Party","Green",1144,5,23877
"Western Canada","Manitoba","MB","Rural Manitoba",46004,"Dauphin--Swan River--Neepawa","Godon","Frank","People's Party","PPC",711,2,40845
"Western Canada","Manitoba","MB","Rural Manitoba",46004,"Dauphin--Swan River--Neepawa","Johnson","Jenni","Christian Heritage Party","CHP",470,1,40845
"Western Canada","Manitoba","MB","Rural Manitoba",46004,"Dauphin--Swan River--Neepawa","Lewycky","Laverne","New Democratic Party","NDP",5724,14,40845
"Western Canada","Manitoba","MB","Rural Manitoba",46004,"Dauphin--Swan River--Neepawa","Mazier","Dan","Conservative","Cons",26103,64,40845
"Western Canada","Manitoba","MB","Rural Manitoba",46004,"Dauphin--Swan River--Neepawa","Scofield-Singh","Cathy","Liberal","Libs",5344,13,40845
"Western Canada","Manitoba","MB","Rural Manitoba",46004,"Dauphin--Swan River--Neepawa","Storey","Kate","Green Party","Green",2214,6,40845
"Western Canada","Manitoba","MB","Winnipeg",46005,"Elmwood--Transcona","Blaikie","Daniel","New Democratic Party","NDP",19786,46,43677
"Western Canada","Manitoba","MB","Winnipeg",46005,"Elmwood--Transcona","Gautron","Noel","People's Party","PPC",512,1,43677
"Western Canada","Manitoba","MB","Winnipeg",46005,"Elmwood--Transcona","Malabar","Jennifer","Liberal","Libs",5346,12,43677
"Western Canada","Manitoba","MB","Winnipeg",46005,"Elmwood--Transcona","Manweiler","Kelly","Green Party","Green",1480,3,43677
"Western Canada","Manitoba","MB","Winnipeg",46005,"Elmwood--Transcona","Toet","Lawrence","Conservative","Cons",16240,38,43677
"Western Canada","Manitoba","MB","Winnipeg",46006,"Kildonan--St. Paul","Dancho","Raquel","Conservative","Cons",19856,45,44520
"Western Canada","Manitoba","MB","Winnipeg",46006,"Kildonan--St. Paul","Deck","Martin","People's Party","PPC",510,1,44520
"Western Canada","Manitoba","MB","Winnipeg",46006,"Kildonan--St. Paul","Hiebert","Eduard","Independent","Ind",108,0,44520
"Western Canada","Manitoba","MB","Winnipeg",46006,"Kildonan--St. Paul","Katerynuk","Spencer","Christian Heritage Party","CHP",304,1,44520
"Western Canada","Manitoba","MB","Winnipeg",46006,"Kildonan--St. Paul","Krosney","Evan","New Democratic Party","NDP",9387,21,44520
"Western Canada","Manitoba","MB","Winnipeg",46006,"Kildonan--St. Paul","Mihychuk","MaryAnn","Liberal","Libs",12356,28,44520
"Western Canada","Manitoba","MB","Winnipeg",46006,"Kildonan--St. Paul","Reed","Rylan","Green Party","Green",1777,4,44520
"Western Canada","Manitoba","MB","Rural Manitoba",46007,"Portage--Lisgar","Archer","Aaron","People's Party","PPC",1169,3,44911
"Western Canada","Manitoba","MB","Rural Manitoba",46007,"Portage--Lisgar","Bergen","Candice","Conservative","Cons",31600,71,44911
"Western Canada","Manitoba","MB","Rural Manitoba",46007,"Portage--Lisgar","Dondo","Jerome","Christian Heritage Party","CHP",860,2,44911
"Western Canada","Manitoba","MB","Rural Manitoba",46007,"Portage--Lisgar","Eert","Beverley","Green Party","Green",2356,5,44911
"Western Canada","Manitoba","MB","Rural Manitoba",46007,"Portage--Lisgar","Friesen","Cindy","New Democratic Party","NDP",3872,9,44911
"Western Canada","Manitoba","MB","Rural Manitoba",46007,"Portage--Lisgar","Werbiski","Ken","Liberal","Libs",4779,11,44911
"Western Canada","Manitoba","MB","Rural Manitoba",46008,"Provencher","Falk","Ted","Conservative","Cons",31821,66,48627
"Western Canada","Manitoba","MB","Rural Manitoba",46008,"Provencher","Gibson","Janine G.","Green Party","Green",2884,6,48627
"Western Canada","Manitoba","MB","Rural Manitoba",46008,"Provencher","Kirczenow","Trevor","Liberal","Libs",6347,13,48627
"Western Canada","Manitoba","MB","Rural Manitoba",46008,"Provencher","McGee","Erin","New Democratic Party","NDP",6187,13,48627
"Western Canada","Manitoba","MB","Rural Manitoba",46008,"Provencher","Sturby","Wayne","People's Party","PPC",1066,2,48627
"Western Canada","Manitoba","MB","Winnipeg",46009,"Saint Boniface--Saint Vital","Baljeet","Sharma","Independent","Ind",303,1,47607
"Western Canada","Manitoba","MB","Winnipeg",46009,"Saint Boniface--Saint Vital","Caron","Rejeanne","Conservative","Cons",15436,33,47607
"Western Canada","Manitoba","MB","Winnipeg",46009,"Saint Boniface--Saint Vital","Cross","Billie","New Democratic Party","NDP",8037,17,47607
"Western Canada","Manitoba","MB","Winnipeg",46009,"Saint Boniface--Saint Vital","Linnick","Ben","Green Party","Green",2671,6,47607
"Western Canada","Manitoba","MB","Winnipeg",46009,"Saint Boniface--Saint Vital","McAllister","Adam","People's Party","PPC",591,1,47607
"Western Canada","Manitoba","MB","Winnipeg",46009,"Saint Boniface--Saint Vital","Vandal","Dan","Liberal","Libs",20300,43,47607
"Western Canada","Manitoba","MB","Rural Manitoba",46010,"Selkirk--Interlake--Eastman","Bezan","James","Conservative","Cons",31109,63,49924
"Western Canada","Manitoba","MB","Rural Manitoba",46010,"Selkirk--Interlake--Eastman","James","Wayne","Green Party","Green",2934,6,49924
"Western Canada","Manitoba","MB","Rural Manitoba",46010,"Selkirk--Interlake--Eastman","Kathwaroon","Ian","People's Party","PPC",683,1,49924
"Western Canada","Manitoba","MB","Rural Manitoba",46010,"Selkirk--Interlake--Eastman","Regelsky","Detlev","Liberal","Libs",6003,12,49924
"Western Canada","Manitoba","MB","Rural Manitoba",46010,"Selkirk--Interlake--Eastman","Smith","Robert A.","New Democratic Party","NDP",8873,18,49924
"Western Canada","Manitoba","MB","Winnipeg",46011,"Winnipeg Centre","Dyck","Ryan","Conservative","Cons",5561,18,31998
"Western Canada","Manitoba","MB","Winnipeg",46011,"Winnipeg Centre","Gazan","Leah","New Democratic Party","NDP",13073,41,31998
"Western Canada","Manitoba","MB","Winnipeg",46011,"Winnipeg Centre","Hein","Stephanie","Christian Heritage Party","CHP",251,1,31998
"Western Canada","Manitoba","MB","Winnipeg",46011,"Winnipeg Centre","Henderson","Yogi","People's Party","PPC",474,2,31998
"Western Canada","Manitoba","MB","Winnipeg",46011,"Winnipeg Centre","Ouellette","Robert-Falcon","Liberal","Libs",10704,34,31998
"Western Canada","Manitoba","MB","Winnipeg",46011,"Winnipeg Centre","Shalay","Andrea","Green Party","Green",1661,5,31998
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Doyle","Kathy","Independent","Ind",231,1,32978
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Ham","Jordyn","Conservative","Cons",6820,21,32978
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Hizon","Henry","Christian Heritage Party","CHP",279,1,32978
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Lamoureux","Kevin","Liberal","Libs",15581,48,32978
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Mason","Kyle","New Democratic Party","NDP",8469,26,32978
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Ong","Victor","People's Party","PPC",324,1,32978
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Rajagopal","Sai Shanthanand","Green Party","Green",906,3,32978
"Western Canada","Manitoba","MB","Winnipeg",46012,"Winnipeg North","Taylor","Andrew","Communist","Comm",125,0,32978
