"Entry","Expt","MacroEnv","DTF","Predicted_DTF"
155,"Su16","Macroenvironment 1",49,46.309226728495
155,"Ne16","Macroenvironment 2",122,94.9582780562333
155,"It16","Macroenvironment 3",132.666666666667,132.919778532951
156,"Su16","Macroenvironment 1",45.6666666666667,43.9707111353024
156,"Ne16","Macroenvironment 2",96.3333333333333,72.6886947755691
156,"It16","Macroenvironment 3",114,109.320084373316
157,"Su16","Macroenvironment 1",43,40.0407675339618
157,"Ne16","Macroenvironment 2",73.6666666666667,59.584944386102
157,"It16","Macroenvironment 3",106.666666666667,106.505790967284
158,"Su16","Macroenvironment 1",49,48.780784679026
158,"Ne16","Macroenvironment 2",130,101.717188393802
158,"It16","Macroenvironment 3",146.333333333333,147.721325359919
159,"Su16","Macroenvironment 1",45.6666666666667,44.4842686504621
159,"Ne16","Macroenvironment 2",87,72.4401603134021
159,"It16","Macroenvironment 3",116.333333333333,114.824148972936
160,"Su16","Macroenvironment 1",53.3333333333333,50.7735857703624
160,"Ne16","Macroenvironment 2",125,100.792142001986
160,"It16","Macroenvironment 3",134,136.285166339118
161,"Su16","Macroenvironment 1",56.6666666666667,56.8805035833786
161,"Ne16","Macroenvironment 2",146,102.914426881329
161,"It16","Macroenvironment 3",146.333333333333,140.025793711305
162,"Su16","Macroenvironment 1",52,51.1760571997026
162,"Ne16","Macroenvironment 2",113.666666666667,95.2519066432083
162,"It16","Macroenvironment 3",133.666666666667,142.284245323413
163,"Su16","Macroenvironment 1",55,52.6028943485477
163,"Ne16","Macroenvironment 2",120,99.5216114291463
163,"It16","Macroenvironment 3",138.666666666667,144.728887802161
164,"Su16","Macroenvironment 1",51,49.6496612109254
164,"Ne16","Macroenvironment 2",123.666666666667,94.7594166929297
164,"It16","Macroenvironment 3",143.666666666667,142.009528396629
165,"Su16","Macroenvironment 1",52,51.2512915979756
165,"Ne16","Macroenvironment 2",110.333333333333,92.5904363019734
165,"It16","Macroenvironment 3",127,137.196324980654
166,"Su16","Macroenvironment 1",49.6666666666667,49.2035330400931
166,"Ne16","Macroenvironment 2",117.666666666667,97.847148103713
166,"It16","Macroenvironment 3",134.333333333333,138.100842300361
167,"Su16","Macroenvironment 1",49,48.9749345750828
167,"Ne16","Macroenvironment 2",116,93.6384315594819
167,"It16","Macroenvironment 3",145,149.09933228497
168,"Su16","Macroenvironment 1",53.6666666666667,51.3246577444109
168,"Ne16","Macroenvironment 2",130,101.166730891643
168,"It16","Macroenvironment 3",144,140.55861810847
169,"Su16","Macroenvironment 1",53.6666666666667,49.3754274334374
169,"Ne16","Macroenvironment 2",133,101.022050309366
169,"It16","Macroenvironment 3",133.333333333333,131.006774558325
170,"Su16","Macroenvironment 1",44,42.6364490375024
170,"Ne16","Macroenvironment 2",96.3333333333333,72.416566092361
170,"It16","Macroenvironment 3",114,111.942822203173
171,"Su16","Macroenvironment 1",48.3333333333333,47.208752431701
171,"Ne16","Macroenvironment 2",113.333333333333,92.7891984326019
171,"It16","Macroenvironment 3",143.666666666667,144.829353228656
172,"Su16","Macroenvironment 1",47,45.8833377231293
172,"Ne16","Macroenvironment 2",107.333333333333,86.5180229612202
172,"It16","Macroenvironment 3",137.666666666667,143.4060936021
173,"Su16","Macroenvironment 1",50.3333333333333,47.4633178677132
173,"Ne16","Macroenvironment 2",113.666666666667,79.3513497660391
173,"It16","Macroenvironment 3",128,134.265778063117
174,"Su16","Macroenvironment 1",53,51.276056180679
174,"Ne16","Macroenvironment 2",113.666666666667,93.7293521068033
174,"It16","Macroenvironment 3",132,142.920324749372
175,"Su16","Macroenvironment 1",47,46.1790916092483
175,"Ne16","Macroenvironment 2",106.5,82.9601062519967
175,"It16","Macroenvironment 3",137.666666666667,142.29440941901
176,"Su16","Macroenvironment 1",54.6666666666667,53.6830789933681
176,"Ne16","Macroenvironment 2",127,96.8585254342737
176,"It16","Macroenvironment 3",148.666666666667,147.247223409248
177,"Su16","Macroenvironment 1",57.6666666666667,54.9097852777514
177,"Ne16","Macroenvironment 2",130.333333333333,96.2726512846692
177,"It16","Macroenvironment 3",146,142.716469143518
178,"Su16","Macroenvironment 1",53,50.7285861565608
178,"Ne16","Macroenvironment 2",119.666666666667,94.3371578203947
178,"It16","Macroenvironment 3",132,138.749003246984
179,"Su16","Macroenvironment 1",50.6666666666667,49.0777359481386
179,"Ne16","Macroenvironment 2",122,98.5051591107343
179,"It16","Macroenvironment 3",127.666666666667,128.080289963432
180,"Su16","Macroenvironment 1",53,50.3453511932199
180,"Ne16","Macroenvironment 2",130.5,99.7756298093796
180,"It16","Macroenvironment 3",150,147.176310791927
181,"Su16","Macroenvironment 1",48.3333333333333,46.5954848803184
181,"Ne16","Macroenvironment 2",123.666666666667,91.6976372292026
181,"It16","Macroenvironment 3",145,145.96459131729
182,"Su16","Macroenvironment 1",48,46.7600380319346
182,"Ne16","Macroenvironment 2",106,89.027847077767
182,"It16","Macroenvironment 3",127.666666666667,134.915612159653
183,"Su16","Macroenvironment 1",48,46.8771697437487
183,"Ne16","Macroenvironment 2",106.5,79.2410342848551
183,"It16","Macroenvironment 3",125.333333333333,127.606932559354
184,"Su16","Macroenvironment 1",47.3333333333333,45.6379628024628
184,"Ne16","Macroenvironment 2",105,81.6055539674413
184,"It16","Macroenvironment 3",121,121.577898221124
185,"Su16","Macroenvironment 1",46.6666666666667,44.5802236213277
185,"Ne16","Macroenvironment 2",109,91.5476028880501
185,"It16","Macroenvironment 3",125.333333333333,124.070932177018
186,"Su16","Macroenvironment 1",50,49.8803769315318
186,"Ne16","Macroenvironment 2",131.333333333333,99.4869218121523
186,"It16","Macroenvironment 3",145,139.063852571342
187,"Su16","Macroenvironment 1",49.6666666666667,48.0065909384499
187,"Ne16","Macroenvironment 2",119,94.7007327084836
187,"It16","Macroenvironment 3",129.666666666667,135.985654502803
188,"Su16","Macroenvironment 1",50,49.1976049061911
188,"Ne16","Macroenvironment 2",129.666666666667,101.186250598911
188,"It16","Macroenvironment 3",134.666666666667,136.207573097633
189,"Su16","Macroenvironment 1",48.6666666666667,47.9732766132551
189,"Ne16","Macroenvironment 2",124,100.109089044969
189,"It16","Macroenvironment 3",134.666666666667,140.515531306974
190,"Su16","Macroenvironment 1",49,48.210717132658
190,"Ne16","Macroenvironment 2",111,87.2231559015996
190,"It16","Macroenvironment 3",133.333333333333,135.750978457435
191,"Su16","Macroenvironment 1",52,50.9894842574462
191,"Ne16","Macroenvironment 2",112.666666666667,90.2271271432721
191,"It16","Macroenvironment 3",132.666666666667,141.734149257233
192,"Su16","Macroenvironment 1",54,51.9586293180192
192,"Ne16","Macroenvironment 2",125,95.1573389838198
192,"It16","Macroenvironment 3",141.333333333333,139.109334492114
193,"Su16","Macroenvironment 1",54.3333333333333,51.0604806357775
193,"Ne16","Macroenvironment 2",129.666666666667,99.8770614253637
193,"It16","Macroenvironment 3",129.333333333333,133.825053280535
194,"Su16","Macroenvironment 1",49,48.3863284945247
194,"Ne16","Macroenvironment 2",119.333333333333,92.0419005264232
194,"It16","Macroenvironment 3",143.666666666667,141.227185386496
195,"Su16","Macroenvironment 1",52.6666666666667,49.4139861096715
195,"Ne16","Macroenvironment 2",113.666666666667,99.0632244522212
195,"It16","Macroenvironment 3",124,124.378675039611
196,"Su16","Macroenvironment 1",50,48.1440288642884
196,"Ne16","Macroenvironment 2",127,98.0423239813346
196,"It16","Macroenvironment 3",137,137.335390532743
197,"Su16","Macroenvironment 1",50,47.8953585359393
197,"Ne16","Macroenvironment 2",122.5,97.0924931979737
197,"It16","Macroenvironment 3",133.333333333333,132.373993403017
198,"Su16","Macroenvironment 1",45.6666666666667,45.1666281793693
198,"Ne16","Macroenvironment 2",111,83.7789442945102
198,"It16","Macroenvironment 3",121,123.680466490906
199,"Su16","Macroenvironment 1",52.3333333333333,49.9268150487171
199,"Ne16","Macroenvironment 2",129,100.223030532018
199,"It16","Macroenvironment 3",133.333333333333,132.953697614514
200,"Su16","Macroenvironment 1",52.3333333333333,50.720678589779
200,"Ne16","Macroenvironment 2",139.333333333333,102.371935515187
200,"It16","Macroenvironment 3",135,136.449934985115
201,"Su16","Macroenvironment 1",55.6666666666667,52.3876164641498
201,"Ne16","Macroenvironment 2",125.333333333333,99.1889375015616
201,"It16","Macroenvironment 3",137.666666666667,142.917778174122
202,"Su16","Macroenvironment 1",45.3333333333333,44.564898379843
202,"Ne16","Macroenvironment 2",118.666666666667,92.3434177580448
202,"It16","Macroenvironment 3",134.333333333333,143.248877632157
203,"Su16","Macroenvironment 1",52,50.4123862064911
203,"Ne16","Macroenvironment 2",99.3333333333333,77.7723340853128
203,"It16","Macroenvironment 3",118.333333333333,118.151030573494
204,"Su16","Macroenvironment 1",59,55.659446983062
204,"Ne16","Macroenvironment 2",113.333333333333,85.0745138589288
204,"It16","Macroenvironment 3",132,141.628704526038
205,"Su16","Macroenvironment 1",55.6666666666667,51.4789709145304
205,"Ne16","Macroenvironment 2",137,100.496382439326
205,"It16","Macroenvironment 3",145,142.598729699542
206,"Su16","Macroenvironment 1",49,48.4053751961669
206,"Ne16","Macroenvironment 2",133.5,100.938828521204
206,"It16","Macroenvironment 3",148,149.951687979125
207,"Su16","Macroenvironment 1",51.6666666666667,49.8011458949322
207,"Ne16","Macroenvironment 2",132.666666666667,104.502887216993
207,"It16","Macroenvironment 3",144.666666666667,140.45326242393
208,"Su16","Macroenvironment 1",48,46.0116668781892
208,"Ne16","Macroenvironment 2",117,97.7463176222718
208,"It16","Macroenvironment 3",127.666666666667,129.526692593026
209,"Su16","Macroenvironment 1",60.3333333333333,58.4278816713663
209,"Ne16","Macroenvironment 2",122.666666666667,95.652813169781
209,"It16","Macroenvironment 3",137.333333333333,145.408154886923
210,"Su16","Macroenvironment 1",58.3333333333333,55.717321456295
210,"Ne16","Macroenvironment 2",127.333333333333,101.703596976924
210,"It16","Macroenvironment 3",144.666666666667,152.854922731459
211,"Su16","Macroenvironment 1",54,52.9632470240543
211,"Ne16","Macroenvironment 2",115,93.2669187471253
211,"It16","Macroenvironment 3",129.666666666667,140.519592650097
212,"Su16","Macroenvironment 1",47,45.8896747032086
212,"Ne16","Macroenvironment 2",111,87.9505848253407
212,"It16","Macroenvironment 3",131.333333333333,139.023650413089
213,"Su16","Macroenvironment 1",46.6666666666667,46.827676892753
213,"Ne16","Macroenvironment 2",115.333333333333,88.2090527362084
213,"It16","Macroenvironment 3",133.333333333333,136.873504657372
214,"Su16","Macroenvironment 1",46,44.6439479665575
214,"Ne16","Macroenvironment 2",106,84.179858010654
214,"It16","Macroenvironment 3",134.666666666667,144.201364959901
215,"Su16","Macroenvironment 1",50.3333333333333,48.2289870013284
215,"Ne16","Macroenvironment 2",135.666666666667,100.857452009044
215,"It16","Macroenvironment 3",134.5,132.603111292532
216,"Su16","Macroenvironment 1",51,47.7546254998187
216,"Ne16","Macroenvironment 2",149,99.9841810038622
216,"It16","Macroenvironment 3",131.666666666667,136.366472037726
217,"Su16","Macroenvironment 1",46.3333333333333,44.8188012000698
217,"Ne16","Macroenvironment 2",125,89.4516338120854
217,"It16","Macroenvironment 3",146.333333333333,146.0327756156
218,"Su16","Macroenvironment 1",48.3333333333333,45.9745866776325
218,"Ne16","Macroenvironment 2",113,88.4649300432508
218,"It16","Macroenvironment 3",135.333333333333,146.70247282335
219,"Su16","Macroenvironment 1",47.3333333333333,45.2104287082691
219,"Ne16","Macroenvironment 2",113.5,83.123621822347
219,"It16","Macroenvironment 3",144.666666666667,148.948662442721
220,"Su16","Macroenvironment 1",48.3333333333333,47.0939602112927
220,"Ne16","Macroenvironment 2",112,86.9437324798143
220,"It16","Macroenvironment 3",135,142.132019449391
221,"Su16","Macroenvironment 1",56.3333333333333,55.3255398504212
221,"Ne16","Macroenvironment 2",113.666666666667,95.9880997775667
221,"It16","Macroenvironment 3",137.666666666667,143.350531975548
222,"Su16","Macroenvironment 1",52.3333333333333,51.1318784475455
222,"Ne16","Macroenvironment 2",116.666666666667,94.4774984727733
222,"It16","Macroenvironment 3",137.333333333333,147.755025773075
223,"Su16","Macroenvironment 1",51,50.6387695540446
223,"Ne16","Macroenvironment 2",125.333333333333,98.0337952901711
223,"It16","Macroenvironment 3",138,145.707051932418
224,"Su16","Macroenvironment 1",52.6666666666667,51.6669097167305
224,"Ne16","Macroenvironment 2",122.333333333333,97.2692888786048
224,"It16","Macroenvironment 3",141.333333333333,149.168832103599
225,"Su16","Macroenvironment 1",54,51.3926939703742
225,"Ne16","Macroenvironment 2",132.5,100.921005096719
225,"It16","Macroenvironment 3",134.333333333333,136.47459359315
226,"Su16","Macroenvironment 1",52.3333333333333,51.5329357234226
226,"Ne16","Macroenvironment 2",113.666666666667,93.1819374452907
226,"It16","Macroenvironment 3",138.666666666667,143.708531436838
227,"Su16","Macroenvironment 1",47,46.2523363821377
227,"Ne16","Macroenvironment 2",116.5,94.5224381477184
227,"It16","Macroenvironment 3",133.333333333333,136.589286255495
228,"Su16","Macroenvironment 1",46.6666666666667,45.9901119920375
228,"Ne16","Macroenvironment 2",116.5,94.0407870671142
228,"It16","Macroenvironment 3",125.666666666667,126.691493814406
229,"Su16","Macroenvironment 1",54,52.4732521686097
229,"Ne16","Macroenvironment 2",108.666666666667,98.0367918118631
229,"It16","Macroenvironment 3",125.666666666667,131.919758437166
230,"Su16","Macroenvironment 1",49.6666666666667,48.1501901806476
230,"Ne16","Macroenvironment 2",111.333333333333,90.8719223438639
230,"It16","Macroenvironment 3",136.666666666667,134.637814941876
231,"Su16","Macroenvironment 1",48.6666666666667,48.2976136164701
231,"Ne16","Macroenvironment 2",117.666666666667,94.0808888096385
231,"It16","Macroenvironment 3",136,136.013255645997
232,"Su16","Macroenvironment 1",48.6666666666667,47.8152701227239
232,"Ne16","Macroenvironment 2",132.666666666667,96.6054056517371
232,"It16","Macroenvironment 3",141.333333333333,145.970773359132
233,"Su16","Macroenvironment 1",50.6666666666667,49.9990483986795
233,"Ne16","Macroenvironment 2",132.666666666667,101.278572193584
233,"It16","Macroenvironment 3",129.333333333333,133.381080629444
234,"Su16","Macroenvironment 1",48.3333333333333,46.9173018890341
234,"Ne16","Macroenvironment 2",131.333333333333,97.0160252159821
234,"It16","Macroenvironment 3",127.666666666667,125.948580852654
235,"Su16","Macroenvironment 1",50.3333333333333,48.8205484134971
235,"Ne16","Macroenvironment 2",123,99.627821283345
235,"It16","Macroenvironment 3",125.333333333333,122.252389244934
236,"Su16","Macroenvironment 1",50,48.4514482777804
236,"Ne16","Macroenvironment 2",127,97.0372444330067
236,"It16","Macroenvironment 3",127.666666666667,124.645782762787
237,"Su16","Macroenvironment 1",49.6666666666667,48.6840189634731
237,"Ne16","Macroenvironment 2",125.666666666667,98.9670455027917
237,"It16","Macroenvironment 3",146.666666666667,144.696182745383
238,"Su16","Macroenvironment 1",49,49.0349408937529
238,"Ne16","Macroenvironment 2",113,94.7990006218175
238,"It16","Macroenvironment 3",143.666666666667,145.982487133991
239,"Su16","Macroenvironment 1",46,45.0088977597947
239,"Ne16","Macroenvironment 2",94.3333333333333,75.113809694204
239,"It16","Macroenvironment 3",116.333333333333,114.262356162426
240,"Su16","Macroenvironment 1",46,44.157925642383
240,"Ne16","Macroenvironment 2",97.6666666666667,77.9421541831015
240,"It16","Macroenvironment 3",118.666666666667,114.884835376074
241,"Su16","Macroenvironment 1",48,45.4705080701436
241,"Ne16","Macroenvironment 2",127.5,93.8476592933395
241,"It16","Macroenvironment 3",127.333333333333,129.960140199533
242,"Su16","Macroenvironment 1",47.6666666666667,47.1459322654137
242,"Ne16","Macroenvironment 2",110.333333333333,84.703034565627
242,"It16","Macroenvironment 3",135,136.038004604946
243,"Su16","Macroenvironment 1",49.3333333333333,48.9077401639202
243,"Ne16","Macroenvironment 2",125.333333333333,97.1456310854697
243,"It16","Macroenvironment 3",145,142.634265692436
244,"Su16","Macroenvironment 1",48.6666666666667,47.8320919467752
244,"Ne16","Macroenvironment 2",134.666666666667,103.369917664117
244,"It16","Macroenvironment 3",154,154.266999303666
245,"Su16","Macroenvironment 1",47.3333333333333,46.5299929277859
245,"Ne16","Macroenvironment 2",102.5,84.8503414997137
245,"It16","Macroenvironment 3",134,137.144518172591
246,"Su16","Macroenvironment 1",46.3333333333333,45.9349781924615
246,"Ne16","Macroenvironment 2",112,90.8826677843038
246,"It16","Macroenvironment 3",141.333333333333,141.348306270889
247,"Su16","Macroenvironment 1",46.6666666666667,45.8358348467588
247,"Ne16","Macroenvironment 2",110.666666666667,88.9554910773274
247,"It16","Macroenvironment 3",133.666666666667,142.93114029859
248,"Su16","Macroenvironment 1",49,48.561593297058
248,"Ne16","Macroenvironment 2",112,93.0958162758011
248,"It16","Macroenvironment 3",143,143.723883569767
249,"Su16","Macroenvironment 1",48.6666666666667,48.0108268665221
249,"Ne16","Macroenvironment 2",118.333333333333,95.0872785970986
249,"It16","Macroenvironment 3",146.333333333333,147.398772351557
250,"Su16","Macroenvironment 1",51.3333333333333,50.303659324016
250,"Ne16","Macroenvironment 2",105,93.719606435462
250,"It16","Macroenvironment 3",153.666666666667,157.351618692431
251,"Su16","Macroenvironment 1",48,47.7222549825003
251,"Ne16","Macroenvironment 2",122.5,97.1443147848756
251,"It16","Macroenvironment 3",148.666666666667,150.772078851262
252,"Su16","Macroenvironment 1",49.6666666666667,47.5153994186744
252,"Ne16","Macroenvironment 2",119.333333333333,91.4073465507305
252,"It16","Macroenvironment 3",145,142.755978589362
253,"Su16","Macroenvironment 1",49,48.0016084345871
253,"Ne16","Macroenvironment 2",115,91.703825555518
253,"It16","Macroenvironment 3",146,145.765003700975
254,"Su16","Macroenvironment 1",49,48.4661055981762
254,"Ne16","Macroenvironment 2",111.333333333333,94.4168792248918
254,"It16","Macroenvironment 3",144.666666666667,143.449663888924
255,"Su16","Macroenvironment 1",49,47.6919128946007
255,"Ne16","Macroenvironment 2",119,94.6021477292611
255,"It16","Macroenvironment 3",147.666666666667,147.269038033642
256,"Su16","Macroenvironment 1",48.6666666666667,48.5101192589241
256,"Ne16","Macroenvironment 2",110.333333333333,90.507175793183
256,"It16","Macroenvironment 3",146.333333333333,147.372733836667
257,"Su16","Macroenvironment 1",48.6666666666667,48.5359955284896
257,"Ne16","Macroenvironment 2",121.5,93.1879676931863
257,"It16","Macroenvironment 3",138.666666666667,141.390442576712
258,"Su16","Macroenvironment 1",48.3333333333333,47.8607003785279
258,"Ne16","Macroenvironment 2",112.333333333333,87.551427711965
258,"It16","Macroenvironment 3",131.666666666667,139.383913668893
259,"Su16","Macroenvironment 1",47.3333333333333,47.0400365957859
259,"Ne16","Macroenvironment 2",119.333333333333,90.5612102521623
259,"It16","Macroenvironment 3",145.666666666667,144.798436019084
260,"Su16","Macroenvironment 1",49.3333333333333,48.1775404442506
260,"Ne16","Macroenvironment 2",117,96.8740304002318
260,"It16","Macroenvironment 3",148.666666666667,149.855820799031
261,"Su16","Macroenvironment 1",47,46.2694706727193
261,"Ne16","Macroenvironment 2",123.666666666667,91.0708988389456
261,"It16","Macroenvironment 3",143.666666666667,143.268202515503
262,"Su16","Macroenvironment 1",46.6666666666667,45.2291638682835
262,"Ne16","Macroenvironment 2",116.666666666667,91.2661313383276
262,"It16","Macroenvironment 3",135.666666666667,142.735614128481
263,"Su16","Macroenvironment 1",50,49.6938195696598
263,"Ne16","Macroenvironment 2",122,93.746581880797
263,"It16","Macroenvironment 3",147,142.880140857551
264,"Su16","Macroenvironment 1",50,47.5077166281237
264,"Ne16","Macroenvironment 2",135.666666666667,100.155158587847
264,"It16","Macroenvironment 3",147,150.309462038094
265,"Su16","Macroenvironment 1",46.6666666666667,45.2615506680224
265,"Ne16","Macroenvironment 2",125,90.7664161044541
265,"It16","Macroenvironment 3",141,145.310831994944
266,"Su16","Macroenvironment 1",47.3333333333333,47.7351107415831
266,"Ne16","Macroenvironment 2",126.333333333333,99.0287460700962
266,"It16","Macroenvironment 3",145.666666666667,149.368375945714
267,"Su16","Macroenvironment 1",49.6666666666667,49.6085390068862
267,"Ne16","Macroenvironment 2",125,100.702104506113
267,"It16","Macroenvironment 3",144,145.786049950679
268,"Su16","Macroenvironment 1",47,46.4101459202159
268,"Ne16","Macroenvironment 2",108,88.9957446822555
268,"It16","Macroenvironment 3",140.666666666667,145.943431684675
269,"Su16","Macroenvironment 1",48.3333333333333,46.7235796787775
269,"Ne16","Macroenvironment 2",125.333333333333,99.2195474874253
269,"It16","Macroenvironment 3",146,151.949091098834
270,"Su16","Macroenvironment 1",48.3333333333333,47.1357713948257
270,"Ne16","Macroenvironment 2",111.666666666667,94.028825746047
270,"It16","Macroenvironment 3",138.666666666667,142.077804912266
271,"Su16","Macroenvironment 1",49.3333333333333,48.821542537658
271,"Ne16","Macroenvironment 2",134.333333333333,102.157962214422
271,"It16","Macroenvironment 3",148.333333333333,149.822584524185
272,"Su16","Macroenvironment 1",47.3333333333333,46.8529162883252
272,"Ne16","Macroenvironment 2",126.5,92.2881727098862
272,"It16","Macroenvironment 3",142.333333333333,133.004603471541
273,"Su16","Macroenvironment 1",49.6666666666667,49.2742652338616
273,"Ne16","Macroenvironment 2",122.666666666667,95.8611720239408
273,"It16","Macroenvironment 3",146.666666666667,147.167221255525
274,"Su16","Macroenvironment 1",48.3333333333333,48.8823403221034
274,"Ne16","Macroenvironment 2",110,91.1152096561328
274,"It16","Macroenvironment 3",144,147.568316359138
275,"Su16","Macroenvironment 1",44.6666666666667,44.8381520939353
275,"Ne16","Macroenvironment 2",118,92.9509972061259
275,"It16","Macroenvironment 3",134.666666666667,133.299003090266
276,"Su16","Macroenvironment 1",49,47.4530756951363
276,"Ne16","Macroenvironment 2",116.333333333333,91.7665936676146
276,"It16","Macroenvironment 3",144,142.482700800367
277,"Su16","Macroenvironment 1",46.3333333333333,45.9072380353383
277,"Ne16","Macroenvironment 2",122.333333333333,92.3235607305633
277,"It16","Macroenvironment 3",144.666666666667,146.270459678098
278,"Su16","Macroenvironment 1",50,49.2930769726146
278,"Ne16","Macroenvironment 2",120.666666666667,97.2567985484644
278,"It16","Macroenvironment 3",154,153.074899030868
279,"Su16","Macroenvironment 1",48.6666666666667,48.2281270717812
279,"Ne16","Macroenvironment 2",103.5,91.4288268046031
279,"It16","Macroenvironment 3",149.666666666667,150.904856260929
280,"Su16","Macroenvironment 1",46.6666666666667,45.3862660843678
280,"Ne16","Macroenvironment 2",126.666666666667,90.4068867695819
280,"It16","Macroenvironment 3",136.666666666667,146.021736488643
281,"Su16","Macroenvironment 1",47,45.9796738216265
281,"Ne16","Macroenvironment 2",112.666666666667,85.4406329601407
281,"It16","Macroenvironment 3",134.666666666667,138.354163473551
282,"Su16","Macroenvironment 1",52,50.5538620654417
282,"Ne16","Macroenvironment 2",110.666666666667,89.6535758712867
282,"It16","Macroenvironment 3",132.666666666667,141.025258226577
283,"Su16","Macroenvironment 1",50.6666666666667,49.2893171576904
283,"Ne16","Macroenvironment 2",120.666666666667,89.4001122017358
283,"It16","Macroenvironment 3",134.5,146.656726609928
284,"Su16","Macroenvironment 1",49.3333333333333,47.8397858326059
284,"Ne16","Macroenvironment 2",111.333333333333,94.0966221101039
284,"It16","Macroenvironment 3",145,149.109914886346
285,"Su16","Macroenvironment 1",51.3333333333333,48.2175003778981
285,"Ne16","Macroenvironment 2",123.5,94.1847206008172
285,"It16","Macroenvironment 3",147.333333333333,147.279838576109
286,"Su16","Macroenvironment 1",46.6666666666667,45.259611526218
286,"Ne16","Macroenvironment 2",104,85.2434511257248
286,"It16","Macroenvironment 3",130,134.573954163816
287,"Su16","Macroenvironment 1",54.3333333333333,53.2561263121122
287,"Ne16","Macroenvironment 2",122.666666666667,91.6295116870278
287,"It16","Macroenvironment 3",148.666666666667,152.236847192589
288,"Su16","Macroenvironment 1",54.3333333333333,51.3059327583
288,"Ne16","Macroenvironment 2",125,99.2358619296792
288,"It16","Macroenvironment 3",137,137.879936429711
289,"Su16","Macroenvironment 1",47.3333333333333,45.8222387064896
289,"Ne16","Macroenvironment 2",102,74.2109937998678
289,"It16","Macroenvironment 3",129.333333333333,135.271690040013
290,"Su16","Macroenvironment 1",49,47.4267954791108
290,"Ne16","Macroenvironment 2",109,94.1620752309425
290,"It16","Macroenvironment 3",129.666666666667,137.609735724064
291,"Su16","Macroenvironment 1",52.6666666666667,49.9346483510376
291,"Ne16","Macroenvironment 2",123.666666666667,99.1544805227213
291,"It16","Macroenvironment 3",137.666666666667,141.9249866805
292,"Su16","Macroenvironment 1",57.3333333333333,55.9122717817203
292,"Ne16","Macroenvironment 2",123.666666666667,101.02393438794
292,"It16","Macroenvironment 3",134.333333333333,145.162250652906
293,"Su16","Macroenvironment 1",49,47.6563005310672
293,"Ne16","Macroenvironment 2",123.333333333333,91.6164521737012
293,"It16","Macroenvironment 3",134.333333333333,140.571733529649
294,"Su16","Macroenvironment 1",44.6666666666667,44.189493835151
294,"Ne16","Macroenvironment 2",87.3333333333333,69.3717771833343
294,"It16","Macroenvironment 3",116,113.641411958416
295,"Su16","Macroenvironment 1",44.6666666666667,44.4739503176869
295,"Ne16","Macroenvironment 2",83.3333333333333,63.5652349298659
295,"It16","Macroenvironment 3",113.666666666667,108.972266695796
296,"Su16","Macroenvironment 1",48.6666666666667,46.2526983597583
296,"Ne16","Macroenvironment 2",119.666666666667,90.4124983088168
296,"It16","Macroenvironment 3",144.666666666667,147.236320563514
297,"Su16","Macroenvironment 1",45.3333333333333,43.9057600343582
297,"Ne16","Macroenvironment 2",96,75.3859310201281
297,"It16","Macroenvironment 3",121,116.254680975062
298,"Su16","Macroenvironment 1",46,44.2535373856773
298,"Ne16","Macroenvironment 2",94,72.2956703467078
298,"It16","Macroenvironment 3",121,115.90011494319
299,"Su16","Macroenvironment 1",48.6666666666667,45.749625778985
299,"Ne16","Macroenvironment 2",100,83.6657014183657
299,"It16","Macroenvironment 3",120.666666666667,118.88339821345
300,"Su16","Macroenvironment 1",45,44.2572542166155
300,"Ne16","Macroenvironment 2",100.666666666667,76.159734096768
300,"It16","Macroenvironment 3",113.666666666667,112.065546953528
301,"Su16","Macroenvironment 1",47.6666666666667,44.7000797122538
301,"Ne16","Macroenvironment 2",102,83.2465228570111
301,"It16","Macroenvironment 3",116.666666666667,117.179924815957
302,"Su16","Macroenvironment 1",46.6666666666667,44.7165228702806
302,"Ne16","Macroenvironment 2",97.3333333333333,79.0045282169061
302,"It16","Macroenvironment 3",114,113.787594985332
303,"Su16","Macroenvironment 1",47,45.0174032908768
303,"Ne16","Macroenvironment 2",94.6666666666667,75.9962257662992
303,"It16","Macroenvironment 3",114.666666666667,112.12133375747
304,"Su16","Macroenvironment 1",50.3333333333333,49.0165800145914
304,"Ne16","Macroenvironment 2",122,90.3450919534923
304,"It16","Macroenvironment 3",137,138.402696204772
305,"Su16","Macroenvironment 1",47,46.0978120772939
305,"Ne16","Macroenvironment 2",122.666666666667,95.9891929360638
305,"It16","Macroenvironment 3",141.333333333333,138.378080010233
306,"Su16","Macroenvironment 1",45.3333333333333,44.5398757815215
306,"Ne16","Macroenvironment 2",103.333333333333,83.3410538224282
306,"It16","Macroenvironment 3",120.666666666667,120.821148677608
307,"Su16","Macroenvironment 1",46.6666666666667,45.2239622784267
307,"Ne16","Macroenvironment 2",108,83.3481365165834
307,"It16","Macroenvironment 3",133.333333333333,141.255513953955
308,"Su16","Macroenvironment 1",46.6666666666667,46.2845344143452
308,"Ne16","Macroenvironment 2",108,71.683369331253
308,"It16","Macroenvironment 3",131.333333333333,142.608172333001
309,"Su16","Macroenvironment 1",52,51.2913106866149
309,"Ne16","Macroenvironment 2",110.333333333333,89.9824167995024
309,"It16","Macroenvironment 3",134.333333333333,143.64942976361
310,"Su16","Macroenvironment 1",48.3333333333333,47.1882928677246
310,"Ne16","Macroenvironment 2",115.333333333333,94.9139664266283
